IMO,Dport,Dcountry,Dtime,Aport,Acountry,Atime
9360867,Ras Laffan, Qatar,"05/29, 11:18",Ras Laffan Anch., Qatar,"05/30, 11:04"
9360867,Ras Laffan Anch., Qatar,"05/30, 11:04",Mina' al Ahmadi, Kuwait,"06/06, 04:47"
9360867,Mina' al Ahmadi, Kuwait,"06/06, 04:47",Ras Laffan, Qatar,"06/08, 15:51"
9360867,Ras Laffan, Qatar,"06/08, 15:51",Mina' 'Abd Allah Anch., Kuwait,"06/10, 09:30"
9360867,Mina' 'Abd Allah Anch., Kuwait,"06/10, 09:30",Mina' al Ahmadi, Kuwait,"06/10, 19:36"
9360879,Gibraltar West Anch., Gibraltar,"05/31, 05:58",Swinoujscie, Poland,"06/07, 06:30"
9360881,Jebel Ali, United Arab Emirates (UAE),"05/30, 04:22",Ras Laffan Anch., Qatar,"06/04, 18:28"
9360881,Ras Laffan Anch., Qatar,"06/04, 18:28",Ras Laffan, Qatar,"06/10, 06:03"
9360893,Gibraltar West Anch., Gibraltar,"06/01, 00:52",Port Said Anch., Egypt,"06/06, 12:36"
9361639,Shimizu, Japan,"05/22, 00:12",Lese Anch., Papua New Guinea,"06/03, 05:14"
9361639,Lese Anch., Papua New Guinea,"06/03, 05:14",Lese, Papua New Guinea,"06/04, 20:22"
9361990,Pyeongtaek, Korea,"04/29, 07:04",Tangguh Anch., Indonesia,"06/03, 23:35"
9361990,Tangguh Anch., Indonesia,"06/03, 23:35",Tangguh, Indonesia,"06/06, 12:56"
9368314,Sabine, United States (USA),"03/31, 01:15",Lake Charles, United States (USA),"06/04, 15:44"
9369473,Withnell Bay, Australia,"05/24, 00:46",Dapeng, China,"06/01, 03:19"
9369473,Dapeng, China,"06/01, 03:19",Dampier Anch., Australia,"06/08, 23:46"
9369473,Dampier Anch., Australia,"06/08, 23:46",Withnell Bay, Australia,"06/10, 05:09"
9369904,Ingleside, United States (USA),"04/25, 15:13",Ras Laffan Anch., Qatar,"06/09, 10:41"
9369904,Ras Laffan Anch., Qatar,"06/09, 10:41",Ras Laffan Anch., Qatar,"06/09, 19:38"
9369904,Ras Laffan Anch., Qatar,"06/09, 19:38",Ras Laffan, Qatar,"06/10, 16:45"
9372731,Yangkou, China,"05/25, 02:54",Singapore Anch. 1, Singapore,"06/02, 07:31"
9372743,As Suways (Suez) Anch., Egypt,"05/19, 13:00",Malta Anch., Malta,"05/23, 04:01"
9372743,Malta Anch., Malta,"05/23, 04:01",Milford Haven, United Kingdom (UK),"05/30, 00:09"
9372743,Milford Haven, United Kingdom (UK),"05/30, 00:09",Gibraltar West Anch., Gibraltar,"06/03, 16:13"
9372743,Gibraltar West Anch., Gibraltar,"06/03, 16:13",Port Said Anch., Egypt,"06/09, 15:30"
9372963,Gladstone, Australia,"05/27, 03:23",Incheon, Korea,"06/09, 03:36"
9372999,Gladstone, Australia,"05/21, 23:17",Pyeongtaek, Korea,"06/03, 00:06"
9373008,Okpo Anch., Korea,"05/11, 23:40",Panama Canal Anch. Pacific, Panama,"06/08, 14:20"
9373010,Panama Canal Anch. Pacific, Panama,"05/03, 13:20",Panama Canal Anch. Atlantic, Panama,"05/16, 13:12"
9373010,Panama Canal Anch. Atlantic, Panama,"05/16, 13:12",Anjeong, Korea,"06/09, 03:54"
9375721,Tianjin Anch., China,"05/09, 00:35",Panama Canal Anch. Pacific, Panama,"06/06, 21:31"
9377547,Dahej, India,"05/30, 00:31",Ras Laffan, Qatar,"06/03, 11:29"
9377547,Ras Laffan, Qatar,"06/03, 11:29",Dahej, India,"06/07, 20:13"
9377547,Dahej, India,"06/07, 20:13",Ras Laffan, Qatar,"06/12, 06:58"
9388821,Ras Laffan, Qatar,"05/19, 09:09",Anjeong, Korea,"06/10, 00:09"
9388833,As Suways (Suez) Anch., Egypt,"05/22, 05:44",Milford Haven, United Kingdom (UK),"06/02, 00:06"
9388833,Milford Haven, United Kingdom (UK),"06/02, 00:06",Gibraltar West Anch., Gibraltar,"06/06, 04:02"
9388833,Gibraltar West Anch., Gibraltar,"06/06, 04:02",Port Said Anch., Egypt,"06/12, 12:24"
9390185,Singapore Anch. 1, Singapore,"05/24, 00:55",Ras Laffan Anch., Qatar,"06/03, 07:35"
9390185,Ras Laffan Anch., Qatar,"06/03, 07:35",Ras Laffan, Qatar,"06/03, 23:13"
9397286,Anegasaki, Japan,"05/30, 06:03",Singapore Anch. 1, Singapore,"06/07, 06:18"
9397298,Ras Laffan, Qatar,"05/22, 07:18",Incheon, Korea,"06/08, 03:31"
9397303,Port Said Anch., Egypt,"05/19, 12:29",Ras Laffan Anch., Qatar,"05/28, 17:35"
9397303,Ras Laffan Anch., Qatar,"05/28, 17:35",Ras Laffan, Qatar,"06/06, 15:49"
9397315,As Suways (Suez) Anch., Egypt,"05/27, 08:59",Malta Anch., Malta,"05/31, 05:50"
9397315,Malta Anch., Malta,"05/31, 05:50",Milford Haven, United Kingdom (UK),"06/08, 03:07"
9397315,Milford Haven, United Kingdom (UK),"06/08, 03:07",Milford Haven, United Kingdom (UK),"06/09, 21:59"
9397315,Milford Haven, United Kingdom (UK),"06/09, 21:59",Gibraltar West Anch., Gibraltar,"06/12, 18:41"
9397327,Ras Laffan, Qatar,"05/14, 20:00",Kisarazu, Japan,"06/02, 00:07"
9397327,Kisarazu, Japan,"06/02, 00:07",Singapore Anch. 1, Singapore,"06/10, 07:41"
9397341,Pyeongtaek, Korea,"05/16, 23:03",Ras Laffan Anch., Qatar,"06/03, 03:05"
9397341,Ras Laffan Anch., Qatar,"06/03, 03:05",Ras Laffan, Qatar,"06/05, 20:13"
9397353,Dahej, India,"05/24, 20:18",Ras Laffan Anch., Qatar,"05/30, 08:16"
9397353,Ras Laffan Anch., Qatar,"05/30, 08:16",Ras Laffan, Qatar,"06/02, 06:45"
9397353,Ras Laffan, Qatar,"06/02, 06:45",Ras Laffan Anch., Qatar,"06/03, 07:54"
9397353,Ras Laffan Anch., Qatar,"06/03, 07:54",Dahej, India,"06/11, 22:58"
9401295,Singapore Anch. 1, Singapore,"05/10, 02:33",Bonny, Nigeria,"06/06, 10:57"
9403645,Taichung, Taiwan,"05/14, 21:06",Ras Laffan, Qatar,"06/01, 03:47"
9403657,Ras Laffan, Qatar,"05/18, 23:32",Taichung, Taiwan,"06/01, 20:59"
9403669,Manila Anch., Philippines,"05/31, 16:57",Ras Laffan, Qatar,"06/12, 09:06"
9403671,Taichung, Taiwan,"05/20, 21:09",Ras Laffan, Qatar,"06/04, 16:11"
9405588,Oita, Japan,"05/18, 01:14",Singapore Anch. 3, Singapore,"06/02, 09:22"
9412880,Ningbo, China,"05/23, 07:46",Gladstone Anch., Australia,"06/05, 22:24"
9412880,Gladstone Anch., Australia,"06/05, 22:24",Gladstone, Australia,"06/08, 11:01"
9418365,Incheon, Korea,"05/12, 23:38",Ras Laffan Anch., Qatar,"05/30, 16:01"
9418365,Ras Laffan Anch., Qatar,"05/30, 16:01",Ras Laffan, Qatar,"06/05, 22:15"
9418365,Ras Laffan, Qatar,"06/05, 22:15",Ras Laffan Anch., Qatar,"06/07, 12:14"
9431111,Ras Laffan, Qatar,"05/27, 15:44",As Suways (Suez) Anch., Egypt,"06/06, 07:46"
9431111,As Suways (Suez) Anch., Egypt,"06/06, 07:46",Chioggia Anch., Italy,"06/10, 21:10"
9431111,Chioggia Anch., Italy,"06/10, 21:10",Adriatic LNG LNG Term., Italy,"06/12, 14:27"
9431123,Ras Laffan, Qatar,"05/20, 23:05",Ras Laffan Anch., Qatar,"05/22, 01:02"
9431135,Ningbo Anch., China,"05/13, 04:43",Jebel Ali, United Arab Emirates (UAE),"06/05, 04:13"
9431147,Ras Laffan, Qatar,"05/25, 19:39",As Suways (Suez) Anch., Egypt,"06/04, 11:40"
9431147,As Suways (Suez) Anch., Egypt,"06/04, 11:40",Malta Anch., Malta,"06/08, 06:26"
9431147,Malta Anch., Malta,"06/08, 06:26",Barcelona, Spain,"06/11, 22:29"
9431214,Port Said Anch., Egypt,"05/24, 12:41",Ras Laffan Anch., Qatar,"06/02, 12:47"
9433884,Matsuyama, Japan,"05/27, 00:41",Kokura, Japan,"05/28, 00:34"
9433884,Kokura, Japan,"05/28, 00:34",Matsuyama, Japan,"06/04, 00:30"
9433884,Matsuyama, Japan,"06/04, 00:30",Shikama, Japan,"06/08, 04:05"
9433884,Shikama, Japan,"06/08, 04:05",Tokushima, Japan,"06/08, 22:33"
9434266,Busan Anch., Korea,"05/29, 10:56",Wheatstone LNG Term., Australia,"06/11, 14:38"
9443401,Zeebrugge, Belgium,"05/27, 09:21",Gibraltar West Anch., Gibraltar,"06/01, 22:32"
9443401,Gibraltar West Anch., Gibraltar,"06/01, 22:32",Port Said Anch., Egypt,"06/07, 11:47"
9443413,Incheon, Korea,"05/21, 23:55",Ras Laffan Anch., Qatar,"06/08, 14:38"
9443413,Ras Laffan Anch., Qatar,"06/08, 14:38",Ras Laffan, Qatar,"06/11, 16:01"
9443683,Ras Laffan, Qatar,"05/26, 19:09",As Suways (Suez) Anch., Egypt,"06/05, 13:03"
9469235,Kushiro, Japan,"05/26, 22:48",Hachinohe, Japan,"06/06, 05:43"
9475208,Soyo, Angola,"05/10, 07:07",Port Qasim, Pakistan,"05/31, 07:09"
9477593,Ras Laffan, Qatar,"05/31, 08:19",As Suways (Suez) Anch., Egypt,"06/08, 11:07"
9482299,Rotterdam Maasvlakte, Netherlands,"05/06, 23:41",Soyo, Angola,"06/05, 07:20"
9482299,Soyo, Angola,"06/05, 07:20",Walvis Bay Anch., Namibia,"06/09, 10:02"
9483877,Withnell Bay, Australia,"05/28, 07:28",Yokohama, Japan,"06/07, 00:33"
9490959,Soyo, Angola,"04/26, 07:17",Dubai Anch., United Arab Emirates (UAE),"05/29, 19:51"
9490959,Dubai Anch., United Arab Emirates (UAE),"05/29, 19:51",Dubai Anch., United Arab Emirates (UAE),"06/10, 14:34"
9496317,Kisarazu, Japan,"05/25, 01:23",Anegasaki, Japan,"06/10, 02:38"
9501186,Panama Canal Anch. Atlantic, Panama,"05/07, 04:37",Panama Canal Anch. Atlantic, Panama,"05/18, 05:36"
9520376,Punta Europa, Equatorial Guinea,"05/26, 06:38",Bilbao, Spain,"06/06, 04:16"
9520376,Bilbao, Spain,"06/06, 04:16",Montoir, France,"06/12, 03:13"
9554729,Ishikariwan Shinko, Japan,"05/27, 00:15",Tomakomai, Japan,"06/01, 21:57"
9554729,Tomakomai, Japan,"06/01, 21:57",Tomakomai, Japan,"06/09, 22:10"
9583677,Hongqiao, China,"05/13, 04:25",Hongqiao, China,"05/27, 04:00"
9583677,Hongqiao, China,"05/27, 04:00",Hongqiao, China,"06/09, 02:50"
9600530,Experience FPSO, Brazil,"05/19, 10:58",Ingleside, United States (USA),"06/04, 22:19"
9606948,Barrow Island, Australia,"05/25, 23:24",Kokura, Japan,"06/08, 01:12"
9606950,Wheatstone LNG Term., Australia,"05/01, 06:06",Wheatstone LNG Term., Australia,"06/09, 12:08"
9606950,Wheatstone LNG Term., Australia,"06/09, 12:08",Benoa Anch., Indonesia,"06/13, 00:03"
9610767,Wheatstone LNG Term., Australia,"05/26, 21:11",Tieshan, China,"06/07, 04:25"
9610779,Benoa Anch., Indonesia,"05/25, 00:00",Wheatstone LNG Term., Australia,"06/03, 09:07"
9610779,Wheatstone LNG Term., Australia,"06/03, 09:07",Dampier Anch., Australia,"06/05, 01:00"
9613135,Dongjiakou, China,"05/20, 04:06",Lese, Papua New Guinea,"05/31, 21:21"
9613147,Singapore Anch. 5, Singapore,"05/31, 13:16",Singapore, Singapore,"06/02, 01:48"
9613147,Singapore, Singapore,"06/02, 01:48",Singapore Anch. 1, Singapore,"06/11, 04:11"
9613159,Barrow Island, Australia,"05/19, 04:23",Caofeidian, China,"06/02, 06:07"
9613161,Singapore Anch. 1, Singapore,"05/26, 07:08",Lese Anch., Papua New Guinea,"06/06, 10:08"
9613161,Lese Anch., Papua New Guinea,"06/06, 10:08",Lese, Papua New Guinea,"06/09, 04:51"
9617698,Tananger, Norway,"05/31, 06:11",Klaipeda, Lithuania,"06/03, 02:15"
9624914,Manila Anch., Philippines,"05/14, 19:30",Qalhat, Oman,"06/09, 06:41"
9626027,Rotterdam Maasvlakte, Netherlands,"05/29, 00:52",Freeport Anch., United States (USA),"06/12, 15:38"
9626039,Freeport, United States (USA),"05/30, 13:00",Panama Canal Anch. Atlantic, Panama,"06/04, 22:25"
9626273,Withnell Bay, Australia,"05/14, 07:31",Dampier Anch., Australia,"05/30, 03:12"
9626273,Dampier Anch., Australia,"05/30, 03:12",Withnell Bay, Australia,"06/02, 07:19"
9627485,Yokohama, Japan,"05/18, 00:32",Withnell Bay, Australia,"06/03, 10:39"
9627497,Yangpu Anch., China,"05/16, 10:05",Panama Canal Anch. Pacific, Panama,"06/12, 10:38"
9627954,Singapore Anch. 3, Singapore,"05/02, 14:21",Punta Europa, Equatorial Guinea,"06/03, 06:29"
9629586,Sabine, United States (USA),"04/26, 02:54",Tianjin Xingang, China,"06/05, 01:34"
9630028,Gladstone, Australia,"02/21, 10:52",Al Fujayrah Anch., United Arab Emirates (UAE),"05/11, 20:52"
9630028,Ras Laffan, Qatar,"05/14, 03:46",Bahia Blanca, Argentina,"06/08, 20:33"
9633434,Quintero, Chile,"05/16, 18:11",Lake Charles, United States (USA),"06/12, 15:19"
9634086,Caofeidian, China,"04/30, 03:07",Punta Europa, Equatorial Guinea,"06/10, 06:09"
9636747,Mina' al Ahmadi, Kuwait,"05/29, 22:41",As Suways (Suez) Anch., Egypt,"06/08, 12:08"
9636747,As Suways (Suez) Anch., Egypt,"06/08, 12:08",Kali Limenes Term., Greece,"06/12, 05:38"
9636785,Ras Laffan, Qatar,"05/17, 15:44",Yangkou, China,"06/05, 01:59"
9637325,As Suways (Suez) Anch., Egypt,"04/05, 07:21",La Brea (Brighton) Anch., Trinidad & Tobago,"06/09, 18:42"
9637325,La Brea (Brighton) Anch., Trinidad & Tobago,"06/09, 18:42",Point Fortin, Trinidad & Tobago,"06/09, 22:45"
9637492,As Suways (Suez) Anch., Egypt,"05/31, 07:20",Antwerpen Anch., Belgium,"06/08, 18:51"
9637492,Antwerpen Anch., Belgium,"06/08, 18:51",Zeebrugge, Belgium,"06/09, 02:45"
9637507,As Suways (Suez) Anch., Egypt,"05/23, 14:57",Zeebrugge, Belgium,"06/03, 02:48"
9640437,Ingleside, United States (USA),"05/27, 07:27",Rotterdam Maasvlakte, Netherlands,"06/11, 20:09"
9645736,Sakai, Japan,"05/10, 01:01",Sakai, Japan,"06/03, 01:01"
9645748,Shikama, Japan,"05/06, 02:11",Sakai, Japan,"06/07, 00:55"
9645970,Klaipeda, Lithuania,"05/21, 01:29",Freeport, United States (USA),"06/06, 12:16"
9649328,As Suways (Suez) Anch., Egypt,"05/31, 16:45",Barcelona, Spain,"06/06, 21:21"
9649328,Barcelona, Spain,"06/06, 21:21",Algeciras Anch., Spain,"06/09, 14:21"
9650042,Kawasaki, Japan,"05/30, 01:32",Gladstone, Australia,"06/12, 03:31"
9650054,Sabine, United States (USA),"05/16, 13:22",Port Said Anch., Egypt,"06/04, 12:05"
9658240,Port Qasim, Pakistan,"05/26, 05:22",As Suways (Suez) Anch., Egypt,"06/04, 16:20"
9658240,As Suways (Suez) Anch., Egypt,"06/04, 16:20",Dumyat, Egypt,"06/06, 03:57"
9658240,Dumyat, Egypt,"06/06, 03:57",Port Said Anch., Egypt,"06/07, 10:42"
9659725,Sabine, United States (USA),"05/22, 21:27",Aratu Anch., Brazil,"06/04, 02:55"
9659725,Aratu Anch., Brazil,"06/04, 02:55",Experience FPSO, Brazil,"06/04, 11:04"
9659725,Experience FPSO, Brazil,"06/04, 11:04",Escobar LNG LNG Term., Argentina,"06/11, 00:06"
9661869,Seria, Brunei,"05/25, 02:41",Anegasaki, Japan,"06/02, 01:49"
9661869,Anegasaki, Japan,"06/02, 01:49",Seria, Brunei,"06/09, 23:47"
9666986,Bonny, Nigeria,"05/27, 11:37",Mugardos, Spain,"06/06, 13:23"
9666998,Gladstone, Australia,"05/21, 22:45",Singapore Anch. 1, Singapore,"06/07, 09:42"
9666998,Singapore Anch. 1, Singapore,"06/07, 09:42",Singapore, Singapore,"06/07, 23:43"
9672818,Tieshan, China,"05/30, 00:25",Yangpu Anch., China,"05/31, 20:32"
9672820,Gladstone, Australia,"05/28, 03:57",Dongjiakou, China,"06/10, 22:37"
9672844,Dongjiakou, China,"05/17, 00:20",Gladstone, Australia,"05/31, 06:40"
9675200,Ishikariwan Shinko, Japan,"05/31, 00:09",Muroran, Japan,"06/03, 00:02"
9675200,Muroran, Japan,"06/03, 00:02",Kushiro, Japan,"06/07, 22:58"
9675200,Kushiro, Japan,"06/07, 22:58",Ishikariwan Shinko, Japan,"06/10, 00:08"
9680188,Barrow Island, Australia,"05/21, 05:09",Boryeong, Korea,"06/01, 04:21"
9680188,Boryeong, Korea,"06/01, 04:21",Benoa Anch., Indonesia,"06/09, 03:56"
9680188,Benoa Anch., Indonesia,"06/09, 03:56",Barrow Island, Australia,"06/12, 01:20"
9680190,Yangkou, China,"05/23, 01:33",Benoa Anch., Indonesia,"06/05, 23:55"
9682552,Singapore Anch. 1, Singapore,"05/16, 02:59",As Suways (Suez) Anch., Egypt,"06/03, 11:09"
9682552,As Suways (Suez) Anch., Egypt,"06/03, 11:09",Dumyat, Egypt,"06/11, 04:43"
9682576,Lese, Papua New Guinea,"05/29, 20:48",Sakai, Japan,"06/09, 01:29"
9682588,Gladstone Anch., Australia,"05/25, 05:55",Gladstone Anch., Australia,"05/27, 05:30"
9682588,Gladstone Anch., Australia,"05/27, 05:30",Gladstone, Australia,"06/10, 02:21"
9682590,Singapore Anch. 1, Singapore,"05/20, 23:10",Gladstone Anch., Australia,"06/01, 07:21"
9682590,Gladstone Anch., Australia,"06/01, 07:21",Gladstone, Australia,"06/04, 23:16"
9687019,Singapore Anch. 5, Singapore,"05/19, 01:52",Singapore, Singapore,"05/22, 01:53"
9687021,Barrow Island, Australia,"05/29, 15:44",Yung An, Taiwan,"06/07, 04:39"
9690157,Bonny, Nigeria,"05/28, 15:08",Fos sur mer, France,"06/09, 07:01"
9690169,Bonny, Nigeria,"05/24, 11:05",Montoir, France,"06/05, 23:46"
9690171,Bonny, Nigeria,"05/22, 22:28",Fos sur mer, France,"06/04, 06:55"
9692002,Escombreras, Spain,"05/12, 19:54",Bonny, Nigeria,"06/10, 11:22"
9693161,Lake Charles, United States (USA),"05/29, 10:03",Zeebrugge, Belgium,"06/11, 15:47"
9693719,San Juan, Puerto Rico,"05/27, 22:07",San Juan, Puerto Rico,"06/07, 18:36"
9694749,Dongjiakou, China,"05/24, 01:48",Gladstone, Australia,"06/06, 12:31"
9694751,Gladstone, Australia,"05/06, 11:53",Gladstone, Australia,"06/03, 09:59"
9696266,Fangcheng, China,"05/26, 02:42",Yangpu Anch., China,"05/27, 15:03"
9696266,Yangpu Anch., China,"05/27, 15:03",Yangpu, China,"06/02, 23:48"
9696266,Yangpu, China,"06/02, 23:48",Fangcheng, China,"06/06, 00:47"
9696735,Singapore Anch. 1, Singapore,"03/31, 14:39",Singapore Anch. 1, Singapore,"06/10, 01:31"
9701229,Quintero, Chile,"05/02, 18:11",Port Arthur Anch., United States (USA),"06/04, 06:14"
9701229,Port Arthur Anch., United States (USA),"06/04, 06:14",Sabine, United States (USA),"06/04, 22:26"
9705653,Quintero, Chile,"05/11, 14:54",Bonny, Nigeria,"06/02, 19:44"
9707510,Panama Canal Anch. Atlantic, Panama,"05/18, 20:00",Pyeongtaek, Korea,"06/12, 06:36"
9709489,Anegasaki, Japan,"05/27, 03:52",Singapore Anch. 1, Singapore,"06/05, 02:18"
9714276,Dapeng, China,"05/12, 05:33",Yung An, Taiwan,"06/02, 01:58"
9714290,Gwangyang, Korea,"05/15, 23:56",Kisarazu, Japan,"06/07, 00:07"
9714305,Kitakyushu, Japan,"05/11, 01:52","Pasir Gudang,Johor Anch.", Malaysia,"06/07, 06:21"
9721401,Gibraltar West Anch., Gibraltar,"04/26, 06:34",Sabine, United States (USA),"05/12, 13:54"
9721401,Algeciras Anch., Spain,"05/24, 22:20",Revithoussa Desfa LNG Term., Greece,"05/31, 06:18"
9721724,Xiuyu, China,"05/17, 01:17",Dubai Anch., United Arab Emirates (UAE),"06/07, 03:44"
9721736,Ingleside, United States (USA),"05/17, 13:42",Punta Arenas Anch., Chile,"06/08, 01:43"
9723801,Gladstone, Australia,"05/19, 08:08",Singapore Anch. 1, Singapore,"06/07, 10:48"
9736092,Singapore, Singapore,"04/15, 02:23",Singapore Anch. 1, Singapore,"06/06, 03:15"
9737187,Sabetta, Russia,"05/26, 02:07",Rotterdam Maasvlakte, Netherlands,"06/03, 23:01"
9742819,Sabine, United States (USA),"04/30, 13:38",Singapore Anch. 1, Singapore,"06/03, 20:49"
9742819,Singapore Anch. 1, Singapore,"06/03, 20:49",Yangkou, China,"06/12, 05:19"
9744013,Port Arthur Anch., United States (USA),"05/30, 15:04",Sabine, United States (USA),"05/31, 13:50"
9744013,Sabine, United States (USA),"05/31, 13:50",Panama Canal Anch. Atlantic, Panama,"06/05, 19:41"
9748899,Bonny, Nigeria,"05/15, 16:02",Singapore Anch. 1, Singapore,"06/08, 01:51"
9748904,Yung An, Taiwan,"05/19, 23:32",As Suways (Suez) Anch., Egypt,"06/06, 14:13"
9749609,Kawasaki, Japan,"05/09, 04:49",Wheatstone LNG Term., Australia,"06/05, 09:07"
9750232,Point Fortin, Trinidad & Tobago,"05/18, 10:30",Quintero, Chile,"06/07, 12:12"
9750256,Singapore Anch. 1, Singapore,"05/18, 08:23",Darwin Anch., Australia,"06/04, 22:04"
9750256,Darwin Anch., Australia,"06/04, 22:04",Prelude Term., Australia,"06/10, 01:51"
9750658,Sabetta, Russia,"05/24, 05:59",Zeebrugge, Belgium,"06/02, 20:30"
9750660,Sabetta, Russia,"05/22, 17:29",Zeebrugge, Belgium,"05/31, 12:25"
9750660,Zeebrugge, Belgium,"05/31, 12:25",Sabetta, Russia,"06/11, 20:14"
9750672,Dunkerque, France,"05/23, 18:03",Sabetta, Russia,"06/02, 16:17"
9750696,Zeebrugge, Belgium,"05/22, 17:05",Sabetta, Russia,"06/03, 19:01"
9750701,Thamesport, United Kingdom (UK),"05/18, 01:59",Bilbao Anch., Spain,"06/06, 21:17"
