Nom Bateau,IMO,MMSI,Pavillon,Longueur,Largeur,GT,DWT,Destination,ETA,Tirant d'eau actuel,Coordonnees,Direction,Vitesse,Date scraping,Date position
GOLAR PENGUIN,9624938,538004979,Marshall Islands,280,43,102100,82181,FOR ORDERS,"Mar 25, 00:01",9.6,32.99965 S/71.9797 W,222.0°, 12.4 kn,2021-03-19,"Mar 3, 2021 14:13 UTC"
COOL VOYAGER,9636785,229553000,Malta,281,43,102097,81890,DZ AZW,"Mar 18, 20:00",9.3,36.23305 N/8.28652 W,103.4°, 18.7 kn,2021-03-19,"Mar 19, 2021 17:51 UTC"
COOL RUNNER,9636797,229673000,Malta,281,43,102097,81891,ATLANTIC BASIN,"Mar 27, 00:01",11.6,38.01935 N/26.94245 W,56.2°, 11.8 kn,2021-03-19,"Mar 19, 2021 21:14 UTC"
COOL EXPLORER,9640023,229796000,Malta,281,43,102097,81893,EAST OPL ANCH,"Feb 20, 02:00",9.0,1.43903 N/104.71157 E,174.7°, 0.0 kn,2021-03-19,"Mar 7, 2021 15:51 UTC"
TRISTAR RUBY,9333606,636092943,Liberia,288,44,102064,84491,AU WNB,"Apr 1, 22:00",9.6,22.10792 N/114.75324 E,136.0°, 17.2 kn,2021-03-19,"Mar 17, 2021 07:18 UTC"
KMARIN EMERALD,9333591,235050369,Isle of Man,288,44,102064,84303,FOR ORDER,"Apr 20, 11:00",11.4,30.01639 N/93.33169 W,187.2°, 5.1 kn,2021-03-19,"Mar 19, 2021 21:13 UTC"
BRITISH SAPPHIRE,9333618,235060454,Isle of Man,288,44,102064,84455,FR LAV,"Mar 26, 06:00",11.3,36.7877 N/75.71977 W,119.8°, 13.3 kn,2021-03-19,"Mar 14, 2021 21:47 UTC"
KMARIN DIAMOND,9333620,235060455,Isle of Man,288,44,102064,84553,JP KZU,"Mar 18, 21:45",11.2,35.34644 N/139.82095 E,67.3°, 0.0 kn,2021-03-19,"Mar 19, 2021 21:13 UTC"
TANGGUH HIRI,9333632,309787000,Bahamas,288,44,101957,84467,FOR ORDER,"Mar 15, 01:00",9.6,3.6906 S/128.13568 E,33.5°, 0.5 kn,2021-03-19,"Mar 19, 2021 21:14 UTC"
TANGGUH SAGO,9361990,308741000,Bahamas,288,44,101957,84484,ID NTI,"Mar 29, 20:00",9.8,37.83974 N/122.72175 E,93.8°, 18.5 kn,2021-03-19,"Jan 1, 2021 20:38 UTC"
ASIA INTEGRITY,9680188,311000227,Bahamas,285,43,101427,82636,KR KAN,"Mar 24, 21:00",11.5,19.20839 S/117.43671 E,29.0°, 18.0 kn,2021-03-19,"Mar 15, 2021 14:46 UTC"
ASIA VISION,9606948,311000182,Bahamas,285,43,101427,82487,AU BWB,"Mar 25, 04:00",9.3,37.1434 N/126.39423 E,268.7°, 15.9 kn,2021-03-19,"Mar 7, 2021 06:10 UTC"
ASIA VENTURE,9680190,311000228,Bahamas,285,43,101427,82564,"HACHINOHE, JAPAN","Mar 31, 21:00",11.6,21.65573 S/115.01326 E,194.1°, 6.3 kn,2021-03-19,"Mar 17, 2021 23:52 UTC"
ASIA ENDEAVOUR,9610779,311000185,Bahamas,285,43,101427,82434,JP NAO,"Mar 24, 22:00",11.7,17.12133 S/117.095 E,38.0°, 18.2 kn,2021-03-19,"Feb 22, 2021 09:59 UTC"
ASIA ENERGY,9606950,311000183,Bahamas,285,43,101427,82424,"ASHBURTON,AUSTRALIA","Mar 28, 22:00",9.2,34.45596 N/139.49244 E,197.0°, 17.8 kn,2021-03-19,"Mar 15, 2021 06:44 UTC"
ASIA EXCELLENCE,9610767,311000184,Bahamas,285,43,101427,82721,CN GUT,"Mar 22, 23:00",11.5,19.92497 S/116.98571 E,55.0°, 18.8 kn,2021-03-19,"Mar 12, 2021 15:48 UTC"
POINT FORTIN,9375721,370833000,Panama,290,45,101129,79592,SUEZ,"Mar 19, 13:00",9.8,29.77592 N/32.5859 E,290.3°, 0.0 kn,2021-03-19,"Mar 19, 2021 21:14 UTC"
TRINITY GLORY,9350927,370668000,Panama,290,45,101126,79605,PGPOM,"Apr 7, 00:00",9.7,36.25532 N/124.66376 E,205.5°, 15.2 kn,2021-03-19,"Mar 19, 2021 14:48 UTC"
TRINITY ARROW,9319404,353392000,Panama,290,45,101094,79556,EGPSD,"Mar 19, 15:00",11.7,31.42362 N/32.272 E,268.0°, 0.0 kn,2021-03-19,"Mar 19, 2021 21:08 UTC"
MALANJE,9490959,311038600,Bahamas,285,43,100723,82729,-,-,,1.2979 N/103.67917 E,228.7°, 0.0 kn,2021-03-19,"Mar 19, 2021 21:14 UTC"
CUBAL,9491812,311038400,Bahamas,285,43,100723,82834,SOYO,"Apr 7, 05:00",9.4,15.31013 N/68.09974 E,186.1°, 16.7 kn,2021-03-19,"Mar 16, 2021 12:58 UTC"
SOYO,9475208,311038500,Bahamas,285,43,100723,82858,FOR ORDERS,"Apr 1, 00:00",11.8,7.53559 S/10.83483 E,179.5°, 18.6 kn,2021-03-19,"Mar 7, 2021 15:34 UTC"
LOBITO,9490961,311038700,Bahamas,285,43,100723,82929,FOR ORDERS,"Apr 2, 05:00",9.6,15.76843 N/66.22942 E,179.2°, 18.6 kn,2021-03-19,"Mar 14, 2021 09:04 UTC"
HYUNDAI ECOPIA,9372999,370983000,Panama,288,44,100545,83959,"SAKHALIN, RUSSIA","Apr 7, 00:01",9.6,36.91758 N/126.05003 E,208.0°, 17.0 kn,2021-03-19,"Mar 12, 2021 06:40 UTC"
GRACE COSMOS,9323675,311191000,Bahamas,288,44,100481,85224,AU DAM,"Mar 27, 00:00",9.5,22.23632 N/114.78499 E,125.2°, 14.5 kn,2021-03-19,"Mar 18, 2021 09:53 UTC"
GASLOG CHELSEA,9390185,310670000,Bermuda,289,44,100374,86353,"ROTTERDAM,NL","Mar 19, 00:01",11.4,51.96759 N/4.07892 E,290.2°, 0.0 kn,2021-03-19,"Mar 19, 2021 21:11 UTC"
GRACE ACACIA,9315707,308136000,Bahamas,288,44,100341,85214,GUAM GUM,"Mar 19, 14:01",9.3,13.09996 N/144.11869 E,208.3°, 14.4 kn,2021-03-19,"Mar 19, 2021 06:45 UTC"
GRACE BARLERIA,9315719,431115000,Japan,288,44,100256,84812,KR YOS,"Mar 19, 23:00",9.6,34.56834 N/139.72459 E,169.8°, 10.9 kn,2021-03-19,"Feb 19, 2021 16:06 UTC"
NEO ENERGY,9324277,636013234,Liberia,288,44,100253,85602,FOR ORDER,"Apr 17, 01:15",9.2,3.76626 N/100.01573 E,301.0°, 13.3 kn,2021-03-19,"Mar 17, 2021 21:19 UTC"
OB RIVER,9315692,538002846,Marshall Islands,288,44,100244,84682,JP ISS,"Mar 19, 09:00",11.4,34.5559 N/137.00937 E,135.1°, 12.3 kn,2021-03-19,"Feb 25, 2021 02:56 UTC"
CLEAN ENERGY,9323687,538002742,Marshall Islands,288,44,100244,85513,ATLANTIC FOR ORDERS,"Mar 18, 17:59",11.0,15.98252 N/72.46425 E,16.7°, 14.3 kn,2021-03-19,"Mar 18, 2021 01:17 UTC"
ARCTIC AURORA,9645970,229767000,Malta,288,44,100236,84604,US SAV,"Apr 1, 00:01",9.0,29.41299 N/22.45381 W,272.0°, 11.2 kn,2021-03-19,"Mar 17, 2021 21:28 UTC"
YENISEI RIVER,9629586,538005072,Marshall Islands,288,44,100236,84565,SG_SIN_PGBG,"Mar 21, 04:00",9.5,16.46899 N/116.24544 E,257.4°, 17.0 kn,2021-03-19,"Mar 17, 2021 14:26 UTC"
LENA RIVER,9629598,538005073,Marshall Islands,288,44,100236,84585,"DALIAN,CHINA","Apr 7, 16:00",11.5,31.40774 N/32.27334 E,329.6°, 0.1 kn,2021-03-19,"Mar 19, 2021 21:11 UTC"
K. MUGUNGWHA,9373010,370612000,Panama,288,43,99151,87442,HASKR,"Apr 9, 01:00",11.3,8.47021 N/79.43832 W,177.0°, 18.6 kn,2021-03-19,"Mar 16, 2021 01:15 UTC"
AL AREESH,9325697,311038000,Bahamas,288,43,99106,90617,ARMED GUARD ON BOARD,"Mar 25, 21:30",11.4,24.78103 N/57.35723 E,136.3°, 17.5 kn,2021-03-19,"Mar 17, 2021 17:04 UTC"
AL MARROUNA,9325685,311468000,Bahamas,288,43,99106,90617,QA RLF,"Mar 20, 00:01",9.3,25.88686 N/51.79612 E,244.4°, 0.0 kn,2021-03-19,"Mar 19, 2021 21:12 UTC"
AL DAAYEN,9325702,311133000,Bahamas,288,43,99106,90617,FOR ORDERS,"Mar 21, 00:01",9.2,20.38352 N/38.40736 E,152.5°, 18.2 kn,2021-03-19,"Mar 16, 2021 03:00 UTC"
LNG LOKOJA,9269960,310519000,Bermuda,288,43,98798,83965,TENERIFE SPAIN,"Mar 23, 07:00",9.4,38.282 N/2.60768 E,243.0°, 15.3 kn,2021-03-19,"Mar 19, 2021 20:59 UTC"
LNG IMO,9311581,310565000,Bermuda,288,43,98798,83688,DAPENG,"Mar 29, 04:00",11.4,33.76856 S/17.37906 E,324.3°, 18.9 kn,2021-03-19,"Feb 21, 2021 13:02 UTC"
LNG ONDO,9311579,310550000,Bermuda,288,43,98798,83688,FRMTX,"Mar 28, 07:30",11.5,34.34563 S/17.92854 E,302.7°, 16.9 kn,2021-03-19,"Mar 6, 2021 09:43 UTC"
LNG KANO,9311567,310534000,Bermuda,288,43,98798,83961,NG BON>PT SIE,"Mar 21, 17:00",11.4,27.79059 N/15.05015 W,19.3°, 17.5 kn,2021-03-19,"Mar 19, 2021 21:14 UTC"
AMALI,9496317,508111132,Brunei,284,43,98490,72800,>JP ANE,"Mar 19, 23:00",11.3,34.88547 N/139.6816 E,357.9°, 11.6 kn,2021-03-19,"Mar 19, 2021 21:13 UTC"
GASLOG SKAGEN,9626285,310664000,Bermuda,285,43,98451,81847,KR YOS,"Mar 3, 16:30",9.2,7.50794 N/75.97759 E,280.9°, 6.1 kn,2021-03-19,"Mar 17, 2021 10:52 UTC"
GASLOG SANTIAGO,9600530,310652000,Bermuda,285,43,98451,82178,FOR ORDERS,"Mar 22, 18:30",11.5,16.87274 N/71.27362 E,213.2°, 13.8 kn,2021-03-19,"Mar 19, 2021 21:01 UTC"
GASLOG SYDNEY,9626273,310657000,Bermuda,285,43,98451,82010,CNQDG>AUGLT,"Mar 19, 05:00",8.9,23.78348 S/151.2013 E,3.8°, 0.0 kn,2021-03-19,"Mar 19, 2021 21:14 UTC"
GASLOG SEATTLE,9634086,310669000,Bermuda,285,43,98075,81982,AUGLT,"Mar 21, 04:00",9.2,12.26163 S/130.66172 E,52.8°, 0.0 kn,2021-03-19,"Mar 13, 2021 22:24 UTC"
GASLOG SHANGHAI,9600528,310644000,Bermuda,285,43,98075,82104,PE FOR ORDES,"Mar 25, 08:00",9.0,13.06341 S/38.57113 W,181.4°, 14.5 kn,2021-03-19,"Mar 17, 2021 21:49 UTC"
GASLOG SARATOGA,9638903,310696000,Bermuda,285,45,98075,81855,BD CGP,"Mar 16, 16:00",11.2,21.37531 N/91.78538 E,306.9°, 0.0 kn,2021-03-19,"Mar 19, 2021 21:12 UTC"
GASLOG SALEM,9638915,310699000,Bermuda,285,43,98075,82023,SABINE PASS,"Apr 23, 06:00",9.3,8.92564 N/81.96632 E,157.9°, 16.5 kn,2021-03-19,"Mar 14, 2021 22:17 UTC"
SHEN HAI,9583677,477413600,Hong Kong,290,43,98068,82625,CN YANGSHAN>MY BTU,"Mar 17, 22:00",9.7,29.56348 N/123.40003 E,190.9°, 17.9 kn,2021-03-19,"Mar 13, 2021 11:27 UTC"
TANGGUH JAYA,9349019,370502000,Panama,285,43,97897,82313,ID NTI,"Mar 23, 08:00",9.0,33.73791 N/134.92511 E,189.7°, 16.0 kn,2021-03-19,"Feb 4, 2021 06:40 UTC"
TANGGUH PALUNG,9355379,370766000,Panama,285,43,97897,82407,ID NTI,"Mar 27, 06:00",8.9,29.45429 N/122.87026 E,107.5°, 11.7 kn,2021-03-19,"Feb 19, 2021 12:33 UTC"
LNG BORNO,9322803,310543000,Bermuda,285,43,97874,82030,"DAHEJ,INDIA","Apr 5, 04:30",11.4,9.66466 N/18.13876 W,138.4°, 12.3 kn,2021-03-19,"Mar 11, 2021 06:17 UTC"
LNG OGUN,9322815,310542000,Bermuda,285,43,97874,81997,NG BON,"Mar 22, 08:00",9.3,8.8507 N/16.57425 W,133.3°, 11.0 kn,2021-03-19,"Mar 18, 2021 10:18 UTC"
DAPENG SUN,9308479,477985700,Hong Kong,292,43,97871,83050,AU DAM>CN DPG,"Mar 26, 02:00",11.4,20.30561 S/116.74628 E,13.6°, 13.3 kn,2021-03-19,"Mar 19, 2021 07:30 UTC"
DAPENG STAR,9369473,477614400,Hong Kong,292,43,97871,82428,DAPENG CHINA,"Mar 21, 02:00",11.6,20.26602 S/116.73866 E,10.3°, 14.4 kn,2021-03-19,"Mar 14, 2021 04:39 UTC"
GASLOG SAVANNAH,9352860,310583000,Bermuda,285,43,97818,82291,ARABIAN SEA,"Mar 25, 06:00",9.5,14.36998 N/87.42201 E,209.2°, 19.3 kn,2021-03-19,"Mar 15, 2021 06:46 UTC"
GASLOG SINGAPORE,9355604,310594000,Bermuda,285,43,97818,82339,FAR EAST,"Apr 6, 22:00",11.3,8.41074 N/79.45482 W,179.4°, 19.7 kn,2021-03-19,"Mar 18, 2021 01:23 UTC"
STENA BLUE SKY,9315393,235116537,United Kingdom,285,43,97754,84362,FOR ORDERS,"Mar 29, 00:00",9.0,32.39332 N/122.30303 E,116.0°, 14.0 kn,2021-03-19,"Mar 10, 2021 07:01 UTC"
LNG UNITY,9306495,228337700,France,290,43,97741,86385,USLCH,"Mar 20, 11:00",9.6,28.03784 N/92.71719 W,323.9°, 6.1 kn,2021-03-19,"Mar 19, 2021 21:08 UTC"
LNG ALLIANCE,9320075,228333700,France,290,43,97741,86385,CAMERON,"Mar 23, 06:00",9.8,22.13333 S/40.59103 W,222.3°, 12.3 kn,2021-03-19,"Mar 5, 2021 18:33 UTC"
LNG OYO,9267003,310487000,Bermuda,285,43,97561,83068,INDAH,"Mar 26, 12:30",11.3,33.76799 S/18.18748 E,346.0°, 4.8 kn,2021-03-19,"Feb 25, 2021 09:13 UTC"
LNG RIVER ORASHI,9266982,310447000,Bermuda,285,43,97561,83068,NG BON>TW KHH,"Apr 2, 07:30",11.6,33.85977 S/17.78136 E,338.4°, 17.6 kn,2021-03-19,"Feb 24, 2021 14:42 UTC"
LNG BENUE,9267015,310495000,Bermuda,285,43,97561,82971,"MAP TA PHUT,THAILAND","Mar 24, 13:00",11.0,33.87847 S/18.20633 E,211.7°, 2.4 kn,2021-03-19,"Mar 9, 2021 07:35 UTC"
LNG ENUGU,9266994,310482000,Bermuda,285,43,97561,83160,BARCELONA,"Mar 25, 18:00",11.2,9.59508 N/17.05745 W,329.0°, 18.4 kn,2021-03-19,"Mar 19, 2021 21:13 UTC"
MARAN GAS ASCLEPIUS,9302499,240386000,Greece,285,43,97496,84659,FPR ORDERS,"Mar 25, 21:01",9.2,21.60243 N/38.02712 E,155.0°, 19.1 kn,2021-03-19,"Mar 19, 2021 21:14 UTC"
UMM BAB,9308431,240411000,Greece,285,43,97496,84659,FOR ORDERS,"Mar 25, 06:00",11.1,3.05922 N/100.70047 E,126.0°, 13.3 kn,2021-03-19,"Mar 19, 2021 09:32 UTC"
SIMAISMA,9320386,240486000,Greece,285,43,97496,84863,FOR ORDERS,"Mar 20, 00:00",11.2,20.90715 N/91.48158 E,5.0°, 15.6 kn,2021-03-19,"Mar 19, 2021 21:14 UTC"
AL JASSASIYA,9324435,240615000,Greece,285,43,97496,84554,ORDERS,"Mar 27, 21:01",9.5,2.68982 N/101.27565 E,293.0°, 17.0 kn,2021-03-19,"Mar 19, 2021 20:08 UTC"
GOLAR MARIA,9320374,538002609,Marshall Islands,277,43,97491,84823,-,-,9.9,6.27713 S/105.39888 E,234.0°, 14.6 kn,2021-03-19,"Mar 14, 2021 20:14 UTC"
MARAN GAS CORONIS,9331048,240639000,Greece,285,43,97491,84776,JAPAN FOR ORDERS,"Mar 21, 10:00",11.4,12.33497 S/130.70946 E,309.5°, 11.7 kn,2021-03-19,"Mar 12, 2021 05:11 UTC"
SALALAH LNG,9300817,371561000,Panama,285,43,96671,81035,KR TYG,"Mar 21, 08:00",11.7,22.2781 N/121.38142 E,46.0°, 17.8 kn,2021-03-19,"Mar 18, 2021 15:28 UTC"
IBRA LNG,9326689,357734000,Panama,285,43,96671,81057,CN SZX,"Mar 28, 08:00",11.5,14.68212 N/69.80647 E,134.0°, 18.1 kn,2021-03-19,"Mar 18, 2021 06:40 UTC"
MILAHA QATAR,9321732,229129000,Malta,283,43,96508,77803,RAS LAFFAN,"Mar 18, 05:30",9.4,25.84112 N/51.86018 E,218.6°, 0.0 kn,2021-03-19,"Mar 19, 2021 21:08 UTC"
AL THAKHIRA,9298399,309975000,Bahamas,283,43,95824,78542,ITROV,"Mar 24, 16:00",11.5,29.75591 N/32.60189 E,52.2°, 0.1 kn,2021-03-19,"Mar 19, 2021 21:13 UTC"
EJNAN,9334076,309201000,Bahamas,283,43,95824,78403,PKBQM,"Mar 19, 01:00",11.1,24.77116 N/67.31215 E,63.0°, 0.1 kn,2021-03-19,"Mar 19, 2021 08:46 UTC"
LUSAIL,9285952,311628000,Bahamas,283,43,95824,78489,PK BQM,"Mar 24, 01:00",11.4,25.85782 N/51.87628 E,251.9°, 0.1 kn,2021-03-19,"Mar 19, 2021 21:08 UTC"
METHANE LYDON VOLNEY,9307205,310514000,Bermuda,283,43,95753,78957,ZEEBRUGGE,"Mar 21, 11:14",11.2,44.67268 N/8.91679 W,25.0°, 14.0 kn,2021-03-19,"Mar 19, 2021 06:16 UTC"
METHANE HEATHER SALLY,9321744,310528000,Bermuda,283,43,95753,79084,LIVORNO,"Mar 20, 08:00",11.2,41.32999 N/11.45841 E,214.0°, 15.8 kn,2021-03-19,"Mar 19, 2021 21:12 UTC"
METHANE RITA ANDREA,9307188,310499000,Bermuda,283,43,95753,79046,PJSB,"Mar 18, 00:01",9.0,1.46857 N/103.83177 E,357.6°, 0.3 kn,2021-03-19,"Mar 19, 2021 21:04 UTC"
METHANE SHIRLEY ELISABETH,9321756,310535000,Bermuda,283,43,95753,78997,JPUKB,"Mar 18, 20:30",11.3,34.76399 N/134.69011 E,81.8°, 0.0 kn,2021-03-19,"Mar 19, 2021 21:13 UTC"
METHANE JANE ELIZABETH,9307190,310510000,Bermuda,283,43,95753,78984,FOR ORDERS,"Mar 17, 09:00",9.5,29.3988 N/93.62312 W,30.9°, 0.0 kn,2021-03-19,"Mar 19, 2021 21:12 UTC"
SERI ANGKASA,9321665,533957000,Malaysia,283,43,95729,71500,AUS GD,"Mar 29, 23:50",9.4,34.58662 N/136.96158 E,124.0°, 12.8 kn,2021-03-19,"Mar 19, 2021 02:27 UTC"
SERI ANGGUN,9321653,533953000,Malaysia,283,43,95729,83395,JP KWS,"Mar 21, 21:45",11.6,18.72173 S/117.72977 E,31.9°, 14.7 kn,2021-03-19,"Mar 11, 2021 11:30 UTC"
K. FREESIA,9186584,441278000,Korea,277,43,95381,76022,KR PTK,"Mar 27, 03:30",11.8,7.86245 N/76.00273 E,130.3°, 18.1 kn,2021-03-19,"Mar 16, 2021 19:01 UTC"
K. ACACIA,9157636,441259000,Korea,277,43,95376,75768,OM QAL,"Mar 20, 04:00",9.8,22.63079 N/65.06698 E,106.5°, 19.8 kn,2021-03-19,"Mar 19, 2021 05:43 UTC"
GULF ENERGY,7390143,538001388,Marshall Islands,285,44,95016,72472,-,-,6.5,59.35905 N/5.29988 E,3.4°, 0.0 kn,2021-03-19,"Mar 19, 2021 21:14 UTC"
BERING ENERGY,7390155,538001389,Marshall Islands,285,44,95016,72555,-,-,9.9,43.47308 N/8.22339 W,329.4°, 0.0 kn,2021-03-19,"Aug 29, 2020 21:47 UTC"
GALICIA SPIRIT,9247364,224482000,Spain,280,43,94822,79166,AT ORDER,"Mar 18, 01:00",11.2,24.77408 N/67.28718 E,60.5°, 0.0 kn,2021-03-19,"Mar 19, 2021 02:54 UTC"
HISPANIA SPIRIT,9230048,224985000,Spain,280,43,94822,79363,FOR ORDERS,"Mar 28, 06:00",11.1,10.88407 N/61.59542 W,60.4°, 14.7 kn,2021-03-19,"Mar 14, 2021 19:18 UTC"
PORTOVYY,9246621,273211890,Russia,277,43,94499,77773,-,-,9.2,57.41989 N/10.66729 E,162.3°, 0.0 kn,2021-03-19,"Mar 19, 2021 21:13 UTC"
PUTERI NILAM SATU,9229647,533747000,Malaysia,276,43,94446,76124,MY BTU,"Mar 16, 04:00",9.6,33.78977 N/134.89167 E,191.6°, 14.6 kn,2021-03-19,"Mar 7, 2021 11:54 UTC"
DISHA,9250713,215533000,Malta,277,43,94058,81097,"DAHEJ,INDIA","Mar 25, 18:30",11.5,25.933 N/51.59953 E,347.0°, 0.0 kn,2021-03-19,"Mar 19, 2021 21:09 UTC"
IBERICA KNUTSEN,9326603,257990000,Norway,277,43,93915,77541,USSAB,"Mar 25, 06:00",9.4,48.67608 N/7.92071 W,248.9°, 12.0 kn,2021-03-19,"Mar 10, 2021 19:02 UTC"
METHANE PRINCESS,9253715,538004164,Marshall Islands,277,43,93899,77707,FOR ORDER,"Mar 29, 06:00",11.3,37.14013 N/126.52575 E,293.5°, 13.3 kn,2021-03-19,"Jan 29, 2021 06:57 UTC"
BW EVERETT,9243148,564988000,Singapore,277,43,93844,77410,GALLE OPL,"Mar 19, 07:30",9.5,5.80016 N/80.27676 E,173.7°, 12.0 kn,2021-03-19,"Mar 19, 2021 09:08 UTC"
BW BOSTON,9230062,258617000,Norway,277,43,93844,77410,OPEN SEA FOR ORDERS,"Apr 7, 22:00",11.1,31.39234 N/32.27235 E,330.4°, 0.0 kn,2021-03-19,"Mar 19, 2021 21:14 UTC"
BERGE ARZEW,9256597,311745000,Bahamas,277,43,93844,77470,TR ALI>DZ AZW,"Mar 20, 07:00",9.2,36.91807 N/1.85369 E,270.0°, 14.6 kn,2021-03-19,"Mar 18, 2021 23:30 UTC"
EXCALIBUR,9230050,205421000,Belgium,277,43,93786,77822,-,-,9.3,37.02075 N/126.19752 E,245.2°, 9.4 kn,2021-03-19,"Feb 25, 2021 05:14 UTC"
HL SUR,9176010,440130000,Korea,280,43,93769,75159,KRINC>OMQAL,"Mar 27, 11:00",9.9,22.07446 N/122.08359 E,205.8°, 17.5 kn,2021-03-19,"Mar 16, 2021 11:57 UTC"
SINGAPORE ENERGY,9238040,538007985,Marshall Islands,279,43,93498,75074,US SAB,"Mar 3, 15:00",9.1,29.40155 N/93.63968 W,152.0°, 0.0 kn,2021-03-19,"Mar 19, 2021 21:01 UTC"
TRADER,9238038,235496000,Isle of Man,279,43,93498,75109,JP SAK>AU DAM,"Mar 24, 06:06",9.9,33.93405 N/134.91504 E,186.1°, 16.0 kn,2021-03-19,"Mar 15, 2021 07:53 UTC"
MERCHANT,9250191,538008352,Marshall Islands,279,42,93498,75059,OPL EAST JOHOR,"Mar 8, 22:00",8.9,1.95167 N/104.35383 E,100.0°, 0.1 kn,2021-03-19,"Mar 14, 2021 17:53 UTC"
METHANE KARI ELIN,9256793,310440000,Bermuda,279,43,93410,73989,FOR ORDERS,"Mar 27, 16:16",10.1,33.70653 N/134.90499 E,182.7°, 18.1 kn,2021-03-19,"Mar 4, 2021 08:09 UTC"
FUWAIRIT,9256200,311605000,Bahamas,279,43,93227,74067,ROVIGO ITALY,"Mar 21, 16:00",11.6,39.41319 N/19.27898 E,338.3°, 14.8 kn,2021-03-19,"Mar 19, 2021 16:00 UTC"
MILAHA RAS LAFFAN,9255854,229130000,Malta,279,43,93226,73705,EG PSD>QA RLF,"Mar 21, 18:18",9.8,20.13114 N/38.897 E,146.3°, 18.0 kn,2021-03-19,"Mar 16, 2021 03:28 UTC"
SK SUNRISE,9247194,354159000,Panama,279,43,92927,75249,KR SUK,"Mar 22, 10:00",11.5,1.42602 N/104.51903 E,45.2°, 17.2 kn,2021-03-19,"Mar 16, 2021 08:17 UTC"
SK SUPREME,9157739,441768000,Korea,279,43,92866,75319,RLF QA,"Mar 30, 21:00",9.7,22.37645 N/122.22757 E,206.1°, 18.1 kn,2021-03-19,"Mar 18, 2021 05:59 UTC"
SK STELLAR,9180243,441237000,Korea,279,43,92866,75135,"RLF,QA","Apr 1, 21:00",10.1,37.05717 N/126.09106 E,204.3°, 18.4 kn,2021-03-19,"Mar 8, 2021 08:59 UTC"
CATALUNYA SPIRIT,9236420,224941000,Spain,284,43,90835,77204,TTPTF,"Mar 19, 12:00",10.3,42.38316 N/70.86772 W,69.4°, 12.0 kn,2021-03-19,"Mar 14, 2021 15:05 UTC"
CADIZ KNUTSEN,9246578,224263000,Spain,284,43,90835,77228,SABINE PASS USA,"Mar 18, 05:01",9.7,29.74366 N/93.8713 W,36.2°, 0.0 kn,2021-03-19,"Mar 19, 2021 21:14 UTC"
CASTILLO DE VILLALBA,9236418,224383000,Spain,284,43,90835,77217,-,-,11.1,10.58222 N/61.79375 W,180.7°, 15.2 kn,2021-03-19,"Feb 23, 2021 14:40 UTC"
BILBAO KNUTSEN,9236432,224606000,Spain,284,43,90835,77217,-,"Feb 17, 00:01",11.2,26.7477 N/17.63284 W,69.0°, 12.7 kn,2021-03-19,"Mar 19, 2021 21:13 UTC"
MADRID SPIRIT,9259276,224152000,Spain,284,43,90835,77213,ALGECIRAS,"Mar 20, 07:00",9.6,36.4999 N/1.71278 W,259.0°, 16.8 kn,2021-03-19,"Mar 19, 2021 18:36 UTC"
SESTAO KNUTSEN,9338797,225372000,Spain,284,43,90478,77204,-,-,9.6,37.05291 N/126.67105 E,314.7°, 14.2 kn,2021-03-19,"Feb 18, 2021 09:35 UTC"
HL PYEONGTAEK,9061928,441563000,Korea,264,43,89956,71041,KRTYG>AUGLT,"Mar 21, 19:45",10.0,34.76822 N/128.86989 E,335.7°, 13.0 kn,2021-03-19,"Mar 6, 2021 00:04 UTC"
OCEAN QUEST,7391214,257991000,Norway,289,41,88919,64991,-,-,9.4,1.575 N/104.40367 E,136.0°, 0.1 kn,2021-03-19,"Feb 28, 2021 00:02 UTC"
PUTERI DELIMA,9030814,533022000,Malaysia,274,43,86205,73519,MY BTU,"Mar 23, 00:00",9.4,33.1709 N/125.30625 E,160.0°, 17.5 kn,2021-03-19,"Mar 17, 2021 18:07 UTC"
RAMDANE ABANE,7411961,605076080,Algeria,274,42,81265,83296,-,-,9.5,35.81647 N/0.25807 W,164.0°, 0.1 kn,2021-03-19,"Mar 18, 2021 02:15 UTC"
ARCTIC SPIRIT,9001784,311118000,Bahamas,239,40,66174,48857,SHANGHAI CH,"Mar 19, 02:30",9.7,31.29921 N/121.7128 E,131.8°, 0.0 kn,2021-03-19,"Mar 19, 2021 21:09 UTC"
POLAR SPIRIT,9001772,311153000,Bahamas,239,40,66174,48817,MY BTU,"Mar 16, 20:00",8.8,24.71093 N/122.61654 E,190.3°, 15.2 kn,2021-03-19,"Mar 10, 2021 03:24 UTC"
CHEIKH BOUAMAMA,9324344,311006300,Bahamas,220,35,52855,39520,FRFOS,"Mar 19, 21:00",9.8,43.38493 N/4.94854 E,308.4°, 8.9 kn,2021-03-19,"Mar 19, 2021 21:14 UTC"
CHEIKH EL MOKRANI,9324332,309979000,Bahamas,220,35,52855,39520,DZBTA>FRFOS,"Mar 22, 05:00",9.8,36.97854 N/0.1928 E,11.0°, 11.3 kn,2021-03-19,"Mar 19, 2021 20:53 UTC"
GLOBAL ENERGY,9269207,226308000,France,220,35,48923,34800,DZ SKI,"Mar 19, 13:00",8.6,39.19345 N/7.01767 E,178.0°, 14.1 kn,2021-03-19,"Mar 19, 2021 03:03 UTC"
