Nom Bateau,IMO,MMSI,Pavillon,Longueur,Largeur,GT,DWT,Destination,Destination2,ETA,Tirant d'eau actuel,Coordonnees,Direction,Vitesse,Statut,Date scraping,Date position
LNG OYO,9267003,310487000,Bermuda,285,43,97561,83068,INDAH,Dahej,2021-03-27-02:45,11.2,21.66853 N/72.50958 E,14.1°,0.0 kn,-,2021-03-30,2021-03-27-04:14
LNG RIVER ORASHI,9266982,310447000,Bermuda,285,43,97561,83068,NG BON>TW KHH,Kaohsiung,2021-04-02-07:30,11.6,6.40295 S/104.55692 E,90.7°,18.5 kn,-,2021-03-30,2021-03-28-03:14
LNG BENUE,9267015,310495000,Bermuda,285,43,97561,82971,"JOHOR,MALAYSIA","JOHOR,MALAYSIA",2021-03-31-13:00,8.9,12.29776 N/101.20133 E,180.9°,16.5 kn,-,2021-03-30,2021-03-26-07:05
LNG ENUGU,9266994,310482000,Bermuda,285,43,97561,83160,BONNY NIGERIA,Bonny,2021-04-09-08:00,9.2,27.95568 N/13.60534 W,213.0°,11.7 kn,Under way,2021-03-30,2021-03-30-11:34
MARAN GAS ASCLEPIUS,9302499,240386000,Greece,285,43,97496,84659,FPR ORDERS,FPR ORDERS,2021-03-25-21:01,9.2,25.85397 N/51.85807 E,103.0°,0.2 kn,At anchor,2021-03-30,2021-03-30-11:49
UMM BAB,9308431,240411000,Greece,285,43,97496,84659,FOR ORDERS,FOR ORDERS,2021-04-10-06:00,9.3,21.52613 N/119.02443 E,213.0°,18.3 kn,-,2021-03-30,2021-03-27-10:27
SIMAISMA,9320386,240486000,Greece,285,43,97496,84863,FOR ORDERS,FOR ORDERS,2021-03-30-03:00,9.2,25.84067 N/51.77935 E,219.0°,0.3 kn,At anchor,2021-03-30,2021-03-30-11:50
AL JASSASIYA,9324435,240615000,Greece,285,43,97496,84554,ORDERS,ORDERS,2021-03-27-21:01,9.1,25.93243 N/51.61172 E,6.0°,0.1 kn,Under way,2021-03-30,2021-03-30-05:27
GOLAR MARIA,9320374,538002609,Marshall Islands,277,43,97491,84823,-,-,-,9.9,6.27713 S/105.39888 E,234.0°,14.6 kn,-,2021-03-30,2021-03-14-20:14
MARAN GAS CORONIS,9331048,240639000,Greece,285,43,97491,84776,PNG FOR ORDERS,PNG FOR ORDERS,2021-04-07-00:00,9.5,32.1904 N/122.31303 E,127.3°,11.1 kn,-,2021-03-30,2021-03-23-10:27
SALALAH LNG,9300817,371561000,Panama,285,43,96671,81035,QAL OMN,QAL OMN,2021-06-04-08:00,9.2,2.9058 N/100.93053 E,316.0°,15.3 kn,-,2021-03-30,2021-03-28-23:46
IBRA LNG,9326689,357734000,Panama,285,43,96671,81057,SINGAPORE PGBG,Singapore,2021-04-03-05:00,9.6,17.44378 N/113.40748 E,187.0°,13.7 kn,Under way,2021-03-30,2021-03-30-05:28
MILAHA QATAR,9321732,229129000,Malta,283,43,96508,77803,BEDI,BEDI,2021-04-03-03:00,12.9,23.54377 N/64.28158 E,115.1°,13.2 kn,-,2021-03-30,2021-03-26-08:56
AL THAKHIRA,9298399,309975000,Bahamas,283,43,95824,78542,QARLF,RasLaffan,2021-04-06-15:00,9.4,33.97546 N/25.80905 E,113.6°,16.6 kn,-,2021-03-30,2021-03-28-18:49
EJNAN,9334076,309201000,Bahamas,283,43,95824,78403,QA RLF,RasLaffan,2021-03-23-22:00,9.3,25.85283 N/51.81227 E,203.5°,0.1 kn,At anchor,2021-03-30,2021-03-30-11:51
LUSAIL,9285952,311628000,Bahamas,283,43,95824,78489,QA RLF,RasLaffan,2021-03-27-21:01,9.2,25.83753 N/51.89275 E,56.8°,0.6 kn,At anchor,2021-03-30,2021-03-30-11:52
METHANE LYDON VOLNEY,9307205,310514000,Bermuda,283,43,95753,78957,DAMIETTA,Dumyat,2021-03-30-04:00,9.7,33.70695 N/25.36291 E,110.4°,18.9 kn,-,2021-03-30,2021-03-29-05:58
METHANE HEATHER SALLY,9321744,310528000,Bermuda,283,43,95753,79084,LIVORNO,Livorno,2021-03-25-08:00,9.7,43.46822 N/10.27485 E,141.2°,0.2 kn,At anchor,2021-03-30,2021-03-30-11:52
METHANE RITA ANDREA,9307188,310499000,Bermuda,283,43,95753,79046,PJSB,PJSB,2021-03-18-00:01,9.0,1.46991 N/103.82927 E,295.8°,0.0 kn,Moored,2021-03-30,2021-03-30-11:44
METHANE SHIRLEY ELISABETH,9321756,310535000,Bermuda,283,43,95753,78997,AU DRW,Darwin,2021-03-31-19:30,9.6,4.22071 S/127.88699 E,149.6°,13.2 kn,-,2021-03-30,2021-03-29-15:03
METHANE JANE ELIZABETH,9307190,310510000,Bermuda,283,43,95753,78984,FOR ORDERS,FOR ORDERS,2021-05-08-06:00,9.5,26.17167 N/90.28018 W,129.4°,16.2 kn,-,2021-03-30,2021-03-28-20:07
SERI ANGKASA,9321665,533957000,Malaysia,283,43,95729,71500,MY MKZ,MY MKZ,2021-04-10-08:00,11.2,23.88092 S/151.6963 E,104.0°,13.9 kn,Under way,2021-03-30,2021-03-30-11:52
SERI ANGGUN,9321653,533953000,Malaysia,283,43,95729,83395,BTU MY,BTU MY,2021-04-02-06:00,9.1,34.50955 N/139.62694 E,284.5°,10.3 kn,-,2021-03-30,2021-03-23-07:25
K. FREESIA,9186584,441278000,Korea,277,43,95381,76022,KR DS4W&P,KR DS4W&P,2021-03-29-01:00,11.8,35.76508 N/129.77765 E,14.1°,12.4 kn,-,2021-03-30,2021-03-28-08:57
K. ACACIA,9157636,441259000,Korea,277,43,95376,75768,KR INC,Incheon,2021-04-04-01:00,11.6,1.4286 N/104.48961 E,52.0°,17.4 kn,-,2021-03-30,2021-03-29-03:44
GULF ENERGY,7390143,538001388,Marshall Islands,285,44,95016,72472,-,-,-,6.5,59.35902 N/5.30047 E,313.2°,0.1 kn,Moored,2021-03-30,2021-03-30-11:53
BERING ENERGY,7390155,538001389,Marshall Islands,285,44,95016,72555,-,-,-,9.9,43.47308 N/8.22339 W,329.4°,0.0 kn,-,2021-03-30,2020-08-29-21:47
GALICIA SPIRIT,9247364,224482000,Spain,280,43,94822,79166,SINGAPORE(PWBGA),Singapore,2021-03-31-07:30,9.4,2.16525 N/101.91293 E,126.0°,11.3 kn,-,2021-03-30,2021-03-30-11:46
HISPANIA SPIRIT,9230048,224985000,Spain,280,43,94822,79363,FOR ORDERS,FOR ORDERS,2021-04-09-06:00,9.4,44.08444 N/8.98223 W,267.8°,13.9 kn,Under way,2021-03-30,2021-03-30-11:52
PORTOVYY,9246621,273211890,Russia,277,43,94499,77773,-,-,-,9.2,57.41993 N/10.66912 E,145.6°,0.0 kn,At anchor,2021-03-30,2021-03-30-11:51
PUTERI NILAM SATU,9229647,533747000,Malaysia,276,43,94446,76124,MY BTU,"Bintulu,Sarawak",2021-03-30-18:00,9.5,22.30021 N/122.18164 E,200.8°,15.9 kn,-,2021-03-30,2021-03-27-00:20
DISHA,9250713,215533000,Malta,277,43,94058,81097,"RASLAFFAN,QATAR",RasLaffan,2021-03-31-21:00,9.0,26.13607 N/55.8506 E,68.0°,0.1 kn,Under way,2021-03-30,2021-03-30-11:00
IBERICA KNUTSEN,9326603,257990000,Norway,277,43,93915,77541,FR DKK,Dunkerque,2021-04-07-13:00,11.3,26.674 N/79.62254 W,5.8°,22.6 kn,-,2021-03-30,2021-03-29-04:50
METHANE PRINCESS,9253715,538004164,Marshall Islands,277,43,93899,77707,FOR ORDER,FOR ORDER,2021-04-11-08:00,9.6,51.74826 N/2.39942 E,221.5°,19.9 kn,Under way,2021-03-30,2021-03-30-11:53
BW EVERETT,9243148,564988000,Singapore,277,43,93844,77410,"BONTANG, IND","BONTANG, IND",2021-04-01-22:45,9.6,1.27444 N/104.23717 E,78.7°,10.7 kn,-,2021-03-30,2021-03-27-11:42
BW BOSTON,9230062,258617000,Norway,277,43,93844,77410,OPEN SEA FOR ORDERS,OPEN SEA FOR ORDERS,2021-04-07-22:00,11.0,5.86502 N/80.22373 E,151.8°,11.8 kn,-,2021-03-30,2021-03-29-07:49
BERGE ARZEW,9256597,311745000,Bahamas,277,43,93844,77470,TR ALI>DZ AZW,Arzew,2021-04-01-07:00,9.2,37.36462 N/11.7338 E,295.0°,17.7 kn,Under way,2021-03-30,2021-03-30-11:52
EXCALIBUR,9230050,205421000,Belgium,277,43,93786,77822,FOR ORDERS,FOR ORDERS,2021-03-24-00:01,9.1,1.42357 N/104.47823 E,50.5°,10.4 kn,-,2021-03-30,2021-03-24-06:44
HL SUR,9176010,440130000,Korea,280,43,93769,75159,OMQAL>KRPTK,Pyeongtaek,2021-04-12-05:00,12.0,16.39328 N/66.10751 E,319.9°,17.8 kn,-,2021-03-30,2021-03-26-03:00
SINGAPORE ENERGY,9238040,538007985,Marshall Islands,279,43,93498,75074,FOR ORDERS,FOR ORDERS,2021-03-27-23:00,9.4,29.40529 N/93.64222 W,40.0°,0.0 kn,-,2021-03-30,2021-03-30-11:40
TRADER,9238038,235496000,Isle of Man,279,43,93498,75109,AU DAM>JP FTS,AU DAM>JP FTS,2021-04-08-00:30,11.6,19.04083 S/117.53832 E,30.7°,11.0 kn,-,2021-03-30,2021-03-25-13:26
MERCHANT,9250191,538008352,Marshall Islands,279,42,93498,75059,-,-,-,8.9,1.95167 N/104.35383 E,100.0°,0.1 kn,-,2021-03-30,2021-03-14-17:53
METHANE KARI ELIN,9256793,310440000,Bermuda,279,43,93410,73989,PA PCN,PanamaCanal,2021-03-29-09:00,9.5,33.70653 N/134.90499 E,182.7°,18.1 kn,-,2021-03-30,2021-03-04-08:09
FUWAIRIT,9256200,311605000,Bahamas,279,43,93227,74067,SUEZ,AsSuways/SuezPort,2021-03-26-18:00,9.5,31.48532 N/32.24955 E,216.2°,0.2 kn,At anchor,2021-03-30,2021-03-30-11:52
MILAHA RAS LAFFAN,9255854,229130000,Malta,279,43,93226,73705,QA RLF>EG SUZ,AsSuways/SuezPort,2021-04-03-18:00,11.8,12.05736 N/45.32981 E,253.7°,18.3 kn,Under way,2021-03-30,2021-03-30-02:22
SK SUNRISE,9247194,354159000,Panama,279,43,92927,75249,QA RLF,RasLaffan,2021-04-07-21:00,9.7,3.20688 N/100.63165 E,311.0°,19.3 kn,-,2021-03-30,2021-03-30-11:48
SK SUPREME,9157739,441768000,Korea,279,43,92866,75319,RLF QA,RLF QA,2021-03-30-19:30,9.5,26.34606 N/54.31025 E,267.3°,19.3 kn,Under way,2021-03-30,2021-03-30-11:52
SK STELLAR,9180243,441237000,Korea,279,43,92866,75135,"RLF,QA","RLF,QA",2021-04-01-21:00,9.8,2.77321 N/101.10813 E,295.9°,17.9 kn,-,2021-03-30,2021-03-23-12:51
CATALUNYA SPIRIT,9236420,224941000,Spain,284,43,90835,77204,DOHAI,RioHaina,2021-03-30-10:00,9.6,10.86386 N/61.89602 W,300.6°,16.8 kn,-,2021-03-30,2021-03-25-15:17
CADIZ KNUTSEN,9246578,224263000,Spain,284,43,90835,77228,-,-,-,9.7,25.77192 N/91.93228 W,113.9°,16.7 kn,-,2021-03-30,2021-03-20-21:29
CASTILLO DE VILLALBA,9236418,224383000,Spain,284,43,90835,77217,-,-,-,11.1,10.58222 N/61.79375 W,180.7°,15.2 kn,-,2021-03-30,2021-02-23-14:40
BILBAO KNUTSEN,9236432,224606000,Spain,284,43,90835,77217,-,-,-,11.2,37.54867 N/1.05084 W,333.0°,0.5 kn,At anchor,2021-03-30,2021-03-30-11:41
MADRID SPIRIT,9259276,224152000,Spain,284,43,90835,77213,FOR ORDERS,FOR ORDERS,2021-04-01-13:00,9.6,25.68658 N/79.51728 W,190.1°,13.7 kn,Under way,2021-03-30,2021-03-30-01:11
SESTAO KNUTSEN,9338797,225372000,Spain,284,43,90478,77204,-,-,-,11.5,37.05291 N/126.67105 E,314.7°,14.2 kn,-,2021-03-30,2021-02-18-09:35
HL PYEONGTAEK,9061928,441563000,Korea,264,43,89956,71041,KRINC,Incheon,2021-04-04-02:00,11.2,23.21294 S/151.66496 E,67.5°,15.7 kn,-,2021-03-30,2021-03-23-05:53
OCEAN QUEST,7391214,257991000,Norway,289,41,88919,64991,-,-,-,9.4,1.57567 N/104.40367 E,121.0°,0.2 kn,-,2021-03-30,2021-03-30-11:41
PUTERI DELIMA,9030814,533022000,Malaysia,274,43,86205,73519,MY BTU,"Bintulu,Sarawak",2021-04-06-00:00,9.6,12.02472 N/101.13207 E,197.0°,15.3 kn,-,2021-03-30,2021-03-28-03:32
RAMDANE ABANE,7411961,605076080,Algeria,274,42,81265,83296,-,-,-,9.5,35.81651 N/0.25804 W,205.0°,0.1 kn,Moored,2021-03-30,2021-03-30-09:18
ARCTIC SPIRIT,9001784,311118000,Bahamas,239,40,66174,48857,MY BTU,"Bintulu,Sarawak",2021-03-26-00:01,8.6,22.39415 N/122.05635 E,199.1°,15.0 kn,-,2021-03-30,2021-03-21-23:41
POLAR SPIRIT,9001772,311153000,Bahamas,239,40,66174,48817,CN WHG,CN WHG,2021-03-29-16:44,10.0,31.29931 N/121.71288 E,170.1°,0.0 kn,Moored,2021-03-30,2021-03-30-11:34
CHEIKH BOUAMAMA,9324344,311006300,Bahamas,220,35,52855,39520,DZSKI#,Skikda,2021-03-28-13:00,7.9,36.94082 N/6.96482 E,186.4°,3.0 kn,-,2021-03-30,2021-03-29-12:50
CHEIKH EL MOKRANI,9324332,309979000,Bahamas,220,35,52855,39520,FRFOS>DZSKI,Skikda,2021-03-29-15:00,8.1,36.91931 N/6.94015 E,15.0°,0.1 kn,At anchor,2021-03-30,2021-03-30-05:02
GLOBAL ENERGY,9269207,226308000,France,220,35,48923,34800,FR FOS,Fossurmer,2021-03-29-16:00,9.7,43.45081 N/4.85428 E,176.0°,0.8 kn,-,2021-03-30,2021-03-30-11:38
PORTOVENERE,9064073,563075400,Singapore,216,34,46555,35760,ID BXT,Bontang,2021-04-01-00:01,8.0,22.17804 N/114.66552 E,124.9°,10.8 kn,-,2021-03-30,2021-03-24-10:34
LERICI,9064085,563074500,Singapore,216,34,46555,35760,-,-,-,5.6,1.29732 N/103.68076 E,305.0°,0.0 kn,Restricted,2021-03-30,2021-03-30-11:53
SAGA DAWN,9769855,563070400,Singapore,195,30,32158,31712,DONG GUAN,Dongguan,2021-03-30-00:00,9.2,22.95058 N/113.55003 E,42.9°,0.9 kn,Under way,2021-03-30,2021-03-30-04:53
SUN ARROWS,9349942,309296000,Bahamas,151,28,20620,11142,JPHIJ,Hiroshima,2021-03-30-21:15,7.5,5.18849 N/114.06249 E,228.6°,7.1 kn,-,2021-03-30,2021-02-25-07:04
SURYA AKI,9060534,309521000,Bahamas,151,28,20519,11612,-,-,-,5.1,1.09841 N/103.91078 E,313.0°,0.0 kn,-,2021-03-30,2021-03-16-04:02
LUCIA AMBITION,9016492,372255000,Panama,130,26,16399,11001,"BINTULU,MALAYSIA","BINTULU,MALAYSIA",2021-03-30-22:00,6.7,20.23467 N/110.78519 E,91.2°,12.1 kn,-,2021-03-30,2021-03-26-20:06
PELITA ENERGY,9161510,525300941,Indonesia,130,26,16336,10951,-,-,-,6.9,1.26513 N/104.49367 E,77.0°,11.8 kn,-,2021-03-30,2021-01-14-07:17
CORAL ENERGICE,9783124,244090097,Netherlands,164,25,16100,9125,RU VYS,Vysotsk,2021-03-29-11:00,6.8,60.6048 N/28.54927 E,-,0.0 kn,Moored,2021-03-30,2021-03-30-11:49
CORAL ENERGY,9617698,246878000,Netherlands,156,23,13501,12344,SCE ROADS,SCE ROADS,2021-04-01-08:00,6.3,57.01064 N/7.17097 E,237.3°,11.2 kn,Under way,2021-03-30,2021-03-30-11:53
KAKUYU MARU,9675200,431004914,Japan,89,15,3031,1865,>JP AOM OFF,Aomori,2021-03-28-11:30,4.3,35.82478 N/140.98512 E,11.3°,11.2 kn,-,2021-03-30,2020-09-19-19:56
KAKUREI MARU,9469235,431000792,Japan,86,15,2952,1801,>JP ISW OFF,PISWOFF,2021-03-31-15:00,4.5,35.45577 N/140.75968 E,36.0°,12.9 kn,-,2021-03-30,2020-09-04-07:02
PIONEER KNUTSEN,9275074,259393000,Norway,69,12,1687,817,VALSNESET,Valsneset,2021-03-31-12:00,3.6,60.55038 N/4.88441 E,107.8°,0.1 kn,Moored,2021-03-30,2021-03-30-11:50
PUTERI INTAN,9030802,533009000,Malaysia,274,43,86205,73519,MY BTU,"Bintulu,Sarawak",2021-04-03-00:00,9.8,33.53617 N/134.91969 E,178.1°,16.1 kn,-,2021-03-30,2021-03-07-16:23
HYUNDAI AQUAPIA,9179581,441268000,Korea,289,48,113998,77564,OMQAL->KRINC,Incheon,2021-04-01-05:00,11.8,23.37389 N/122.45063 E,37.8°,16.4 kn,-,2021-03-30,2021-03-29-11:52
SK SUMMIT,9157624,441456000,Korea,277,43,95378,76064,"TYG,KR","TYG,KR",2021-03-30-04:00,9.8,1.4056 N/104.46055 E,53.0°,15.3 kn,-,2021-03-30,2021-03-23-12:16
NORTHWEST SNIPE,8608884,503000051,Australia,272,47,105010,66695,AU DAM,Dampier,2021-04-09-13:00,9.4,20.19558 S/116.82672 E,34.7°,12.2 kn,-,2021-03-30,2021-03-19-01:50
GASLOG HOUSTON,9748899,310772000,Bermuda,290,46,114240,92345,CN YPG,Yangpu,2021-03-06-22:00,11.6,19.68762 S/115.83596 E,0.6°,15.9 kn,-,2021-03-30,2021-03-29-07:31
PUTERI ZAMRUD SATU,9245031,533754000,Malaysia,276,43,94446,76144,MY BTU,"Bintulu,Sarawak",2021-03-27-23:00,9.4,29.71578 N/123.35375 E,133.9°,14.7 kn,-,2021-03-30,2021-03-21-16:05
RIAS BAIXAS KNUTSEN,9825568,224989000,Spain,299,48,122261,96354,NL RTM,Rotterdam,2021-03-30-16:00,11.8,51.94992 N/2.93625 E,81.1°,16.7 kn,Under way,2021-03-30,2021-03-30-11:53
AMADI,9682552,508111182,Brunei,288,44,102585,85466,SCS,SCS,2021-04-05-00:00,11.5,34.40305 N/139.48619 E,198.3°,15.4 kn,-,2021-03-30,2021-03-16-11:57
PUTERI FIRUS SATU,9248502,533808000,Malaysia,276,43,94446,76197,MY BTU,"Bintulu,Sarawak",2021-04-07-01:00,9.5,30.1937 N/123.44644 E,127.6°,15.1 kn,Under way,2021-03-30,2021-03-30-11:50
AL KHOR,9085613,431894000,Japan,298,46,111083,72176,JP KWS HO,JP KWS HO,2021-04-15-00:45,11.2,25.64841 N/56.90928 E,147.6°,18.0 kn,Under way,2021-03-30,2021-03-30-11:51
NORTH PIONEER,9317200,431301776,Japan,89,15,3056,1938, >JP HKP OFF,Hakodate,2021-03-31-12:10,4.5,41.77905 N/140.67988 E,221.0°,0.1 kn,-,2021-03-30,2020-06-21-09:59
ZEKREET,9132818,431325000,Japan,298,46,111124,72316,SG PGBG,Singapore,2021-03-29-16:00,9.1,34.5302 N/139.52043 E,202.9°,18.0 kn,-,2021-03-30,2021-03-24-11:16
GASLOG GALVESTON,9864928,310806000,Bermuda,293,46,115636,89000,ATLANTIC BASIN,ATLANTIC BASIN,2021-04-13-13:00,11.1,25.59097 N/91.66323 W,104.1°,16.6 kn,-,2021-03-30,2021-03-29-13:12
BEIDOU STAR,9613159,477314400,Hong Kong,290,47,114166,96355,SOUTH AFRICA,SOUTH AFRICA,2021-04-06-10:00,9.8,20.10952 N/38.89907 E,148.8°,18.6 kn,-,2021-03-30,2021-03-13-03:30
SHINJU MARU NO. 2,9433884,431000767,Japan,86,15,2930,1781,JP HAN OFF,JP HAN OFF,2021-03-30-16:00,3.8,34.42957 N/135.29973 E,43.0°,0.0 kn,At anchor,2021-03-30,2021-03-30-11:38
MARVEL SWAN,9880192,219028242,Denmark,-,-,114931,89000,SHI-2310 GAS TRIAL,SHI-2310 GAS TRIAL,2021-03-20-10:00,9.5,34.82969 N/129.18269 E,38.3°,19.0 kn,-,2021-03-30,2021-02-24-15:18
COBIA LNG,9869306,215583000,Malta,-,-,116542,93200,.,.,2021-04-16-11:00,9.0,33.57042 S/17.48157 E,288.8°,15.1 kn,-,2021-03-30,2021-03-28-19:22
LNG VENUS,9645736,432994000,Japan,288,49,136710,86241,JP SBK,Sakaisenboku,2021-04-06-22:00,11.9,3.11892 N/100.64358 E,132.1°,16.0 kn,Under way,2021-03-30,2021-03-30-11:53
DIAMOND GAS ORCHID,9779226,311000769,Bahamas,294,49,144828,94028,PA BLB,Balboa,2021-04-22-11:00,9.6,34.78857 N/140.40167 E,75.6°,15.0 kn,Under way,2021-03-30,2021-03-30-11:53
FLEX AMBER,9857377,538008881,Marshall Islands,297,46,116430,83000,FOR ORDERS,FOR ORDERS,2021-03-25-02:19,9.5,21.99271 N/119.88234 E,190.7°,15.7 kn,-,2021-03-30,2021-03-25-06:03
WOODSIDE ROGERS,9627485,241254000,Greece,294,44,103928,90327,-,-,-,9.5,18.99568 S/117.55646 E,30.9°,19.9 kn,-,2021-03-30,2021-03-09-14:14
HYUNDAI GREENPIA,9075333,441659000,Korea,274,47,103764,71684,KRPTK>MYBTU,"Bintulu,Sarawak",2021-03-29-10:00,9.2,36.91753 N/126.05538 E,204.5°,14.9 kn,-,2021-03-30,2021-03-22-02:40
CELSIUS COPENHAGEN,9864784,538009022,Marshall Islands,299,46,119338,98000,BONNY,Bonny,2021-04-05-06:00,9.5,33.30829 S/17.34573 E,294.6°,13.2 kn,-,2021-03-30,2021-03-27-16:04
CNTIC VPOWER GLOBAL,9696735,477468400,Hong Kong,177,28,23516,15996,FOR ORDERS,FOR ORDERS,2021-03-28-00:00,7.5,14.87486 N/96.1703 E,148.5°,16.3 kn,-,2021-03-30,2021-03-28-18:20
SERI AMANAH,9293844,533937000,Malaysia,283,43,95729,83400,SG TUAS,SG TUAS,2021-03-22-03:00,6.0,1.29763 N/103.6566 E,203.0°,0.0 kn,-,2021-03-30,2021-03-25-02:06
UMM SLAL,9372731,538003300,Marshall Islands,345,54,163922,130059,-,-,-,9.3,25.82251 N/51.8642 E,109.6°,0.3 kn,At anchor,2021-03-30,2021-03-30-11:50
LNG KOLT,9372963,370799000,Panama,289,44,100189,86778,"GLADSTONE,AUSTRALIA",Gladstone,2021-04-01-15:15,9.0,23.50392 S/151.54263 E,8.0°,16.5 kn,-,2021-03-30,2021-03-07-05:25
CORAL ENCANTO,9693719,538008666,Marshall Islands,181,28,26166,18637,PR SJU,SanJuan,2021-04-01-10:30,7.9,18.50911 N/66.12896 W,359.8°,11.7 kn,-,2021-03-30,2021-03-24-22:04
AMBERJACK LNG,9845776,215534000,Malta,299,46,116542,93535,OPEN SEA FOR ORDER,OPEN SEA FOR ORDER,2021-04-07-10:00,9.8,34.77984 S/18.13756 E,295.3°,14.5 kn,-,2021-03-30,2021-03-20-14:01
VIVIT AMERICAS LNG,9864667,215574000,Malta,299,46,116542,93200,FOR ORDERS,FOR ORDERS,2021-03-23-00:01,9.3,34.17703 N/25.81573 E,124.5°,18.0 kn,-,2021-03-30,2021-03-27-20:54
NORTHWEST SANDERLING,8608872,503000050,Australia,272,47,105010,66810,AUDAM,Dampier,2021-03-30-23:15,11.0,20.49482 S/116.74418 E,358.3°,0.0 kn,At anchor,2021-03-30,2021-03-30-11:52
AMUR RIVER,9317999,538003001,Marshall Islands,288,44,100244,84598,RU PGN,Prigorodnoye,2021-03-04-12:00,9.3,33.97135 N/134.96092 E,174.8°,16.2 kn,-,2021-03-30,2021-02-27-05:58
ENERGY PROGRESS,9274226,309463000,Bahamas,290,49,119100,79983,AU BWB,BarrowIsland,2021-04-24-22:30,10.0,34.39461 N/139.50299 E,213.0°,9.0 kn,-,2021-03-30,2021-03-22-08:06
AKEBONO MARU,9554729,431003094,Japan,99,17,4505,2528,JP SMA OFF,JP SMA OFF,2021-03-30-12:00,4.6,38.03768 N/141.12334 E,213.9°,13.1 kn,-,2021-03-30,2021-01-19-22:50
GASLOG GENOA,9744013,310774000,Bermuda,293,46,115024,88016,PACIFIC BASIN,PACIFIC BASIN,2021-04-06-23:00,9.4,21.22732 N/113.76212 E,99.3°,18.3 kn,-,2021-03-30,2021-03-28-12:35
WOODSIDE CHARLES ALLEN,9859753,241712000,Greece,295,46,113822,96000,-,-,-,11.1,31.39364 N/32.29403 E,143.9°,0.0 kn,At anchor,2021-03-30,2021-03-30-11:49
GOLAR GRAND,9303560,538003804,Marshall Islands,277,43,97491,84894,FOR_ORDERS,FOR_ORDERS,2021-03-30-20:21,9.4,20.35926 S/116.4843 E,296.7°,0.2 kn,At anchor,2021-03-30,2021-03-30-11:52
TANGGUH TOWUTI,9325893,563214000,Singapore,285,43,97432,84992,ID BLL,BlangLancang,2021-03-29-23:00,11.0,3.66803 N/100.0133 E,294.0°,12.7 kn,-,2021-03-30,2021-03-29-03:08
TANGGUH BATUR,9334284,564090000,Singapore,285,43,97432,84980,ID BONTANG,ID BONTANG,2021-03-29-00:00,9.3,5.67333 S/106.98482 E,43.0°,16.1 kn,-,2021-03-30,2021-03-26-05:57
CREOLE SPIRIT,9681687,311000246,Bahamas,295,46,113263,95452,FOR ORDERS,FOR ORDERS,2021-04-06-05:00,9.4,34.77382 S/22.45206 E,267.5°,17.9 kn,Under way,2021-03-30,2021-03-30-11:40
NORTHWEST STORMPETREL,9045132,503009000,Australia,274,47,105010,66875,AU DAM,Dampier,2021-04-05-00:00,11.2,34.14309 N/134.95225 E,192.0°,14.9 kn,-,2021-03-30,2021-03-26-05:35
HYUNDAI OCEANPIA,9183269,441291000,Korea,289,48,113998,77512,KRINC=>OMQAL,Qalhat,2021-04-08-04:00,10.1,22.26331 N/121.42366 E,239.0°,17.0 kn,-,2021-03-30,2021-03-27-16:25
JAYANTI BARUNA,9762039,525112002,Indonesia,-,-,6205,1280,-,-,-,5.0,32.12054 N/119.89957 E,0.0°,0.0 kn,-,2021-03-30,2021-02-10-00:19
BISHU MARU,9691137,374216000,Panama,293,49,127088,83752,-,-,-,10.2,33.94496 N/135.05628 E,83.7°,7.6 kn,-,2021-03-30,2021-03-14-23:01
MARAN GAS OLYMPIAS,9732371,241452000,Greece,292,46,113037,95194,FOR ORDERS,FOR ORDERS,2021-04-07-22:00,9.5,38.19338 N/123.33005 E,106.5°,17.3 kn,-,2021-03-30,2021-03-26-17:11
DORADO LNG,9863182,215578000,Malta,293,46,115345,88000,ATLANTIC OCEAN,ATLANTIC OCEAN,2021-04-30-05:01,9.6,3.75996 N/100.15688 E,316.3°,18.5 kn,-,2021-03-30,2021-03-29-15:49
SEAN SPIRIT,9781918,311000665,Bahamas,294,48,117162,91546,JP FTS,JP FTS,2021-04-15-06:00,11.7,6.9648 N/80.99245 W,270.3°,17.0 kn,-,2021-03-30,2021-03-24-14:51
MARAN GAS LINDOS,9627502,241351000,Greece,294,44,103893,89343,FOR ORDERS,FOR ORDERS,2021-04-18-11:00,9.9,35.00569 N/129.05086 E,338.9°,0.1 kn,-,2021-03-30,2021-03-22-10:41
OCEANIC BREEZE,9698111,538007671,Marshall Islands,288,49,136894,79883,JP NAO,Naoetsu,2021-04-06-15:00,11.7,12.32989 S/130.70688 E,314.7°,9.6 kn,-,2021-03-30,2021-03-29-11:18
PUTERI INTAN SATU,9213416,533730000,Malaysia,276,43,94430,75849,MY BTU,"Bintulu,Sarawak",2021-04-06-09:00,9.5,33.55463 N/138.77598 E,223.3°,15.0 kn,Under way,2021-03-30,2021-03-30-11:35
MIN RONG,9305116,477141800,Hong Kong,292,43,97871,82359,ID TGH,ID TGH,2021-04-03-23:00,9.5,21.23549 N/119.73409 E,186.8°,14.9 kn,-,2021-03-30,2021-03-28-17:55
AL GHASHAMIYA,9397286,538003353,Marshall Islands,315,50,135423,108988,SUEZ,AsSuways/SuezPort,2021-04-05-17:00,12.0,24.58175 N/57.8905 E,129.6°,19.5 kn,Under way,2021-03-30,2021-03-30-08:29
