Nom Bateau,IMO,MMSI,Pavillon,Longueur,Largeur,GT,DWT,Destination,Destination2,ETA,Tirant d'eau actuel,Coordonnees,Direction,Vitesse,Statut,Date scraping,Date position
GRACE DAHLIA,9540716,432935000,Japan,300,52,141671,86512,KEPPEL SHIPYARD,KEPPEL SHIPYARD,2021-04-02-04:00,6.0,1.29859 N/103.67634 E,222.0°,0.0 kn,-,2021-04-05,2021-04-03-01:58
ENERGY HORIZON,9483877,432807000,Japan,300,52,141136,87257,>AU DAM,Dampier,2021-04-10-21:00,9.7,34.43659 N/139.54375 E,219.1°,14.1 kn,-,2021-04-05,2021-03-26-11:04
MARVEL HERON,9770440,374022000,Panama,298,49,139050,92659,FOR ORDER,FOR ORDER,2021-04-23-21:00,11.7,8.42554 N/79.46242 W,181.2°,15.8 kn,-,2021-04-05,2021-03-30-00:09
MARVEL CRANE,9770438,563073300,Singapore,298,49,139049,92799,BALBOA,Balboa,2021-04-20-03:00,10.1,34.70372 N/141.13971 E,98.4°,15.2 kn,-,2021-04-05,2021-03-25-12:16
AL RUWAIS,9337951,309904000,Bahamas,315,50,137535,121823,QA RLF,RasLaffan,2021-04-04-21:01,9.4,25.87109 N/51.79468 E,73.1°,0.7 kn,At anchor,2021-04-05,2021-04-05-06:35
AL SAFLIYA,9337963,308171000,Bahamas,315,50,137535,121963,RAS LAFFAN,RasLaffan,2021-04-02-18:41,9.8,3.70552 N/100.12842 E,305.0°,16.9 kn,-,2021-04-05,2021-04-03-12:15
AL GHARIYA,9337987,308248000,Bahamas,315,50,137535,121730,SUEZ,AsSuways/SuezPort,2021-04-04-10:00,12.0,29.71051 N/32.59205 E,36.6°,0.0 kn,At anchor,2021-04-05,2021-04-05-12:32
DUHAIL,9337975,309599000,Bahamas,315,50,137535,121639,FOR ORDERS,FOR ORDERS,2021-04-05-16:00,10.9,34.369 N/137.05108 E,163.5°,16.6 kn,-,2021-04-05,2021-03-30-11:06
AL SHEEHANIYA,9360831,538003364,Marshall Islands,315,50,136980,122006,QATAR,Doha,2021-04-11-10:00,9.4,19.76207 N/38.81452 E,152.5°,14.0 kn,-,2021-04-05,2021-04-04-21:10
AL BAHIYA,9431147,538003349,Marshall Islands,315,50,136980,121957,QA RLF,RasLaffan,2021-04-20-09:00,9.3,7.78079 N/16.6532 W,143.1°,19.5 kn,-,2021-04-05,2021-03-31-18:05
AL KHATTIYA,9431111,538003350,Marshall Islands,315,50,136980,121946,-,-,-,12.1,25.8596 N/51.85918 E,254.3°,1.0 kn,At anchor,2021-04-05,2021-04-05-11:03
AL NUAMAN,9431135,538003351,Marshall Islands,315,50,136980,121910,QATAR,Doha,2021-04-22-09:03,9.6,8.91947 N/16.50797 W,140.8°,19.2 kn,-,2021-04-05,2021-04-02-06:52
AL KARAANA,9431123,538003358,Marshall Islands,315,50,136980,122052,SUEZ,AsSuways/SuezPort,2021-04-13-18:00,12.2,26.25311 N/53.61631 E,98.4°,16.0 kn,Under way,2021-04-05,2021-04-05-11:47
ONAIZA,9397353,538003363,Marshall Islands,315,50,136980,121939,SUEZ,AsSuways/SuezPort,2021-04-05-10:10,12.2,29.76347 N/32.61701 E,232.8°,0.0 kn,At anchor,2021-04-05,2021-04-05-12:32
AL SADD,9397341,538003361,Marshall Islands,315,50,136980,121913,QATAR,Doha,2021-04-09-00:00,9.3,12.11684 N/44.3348 E,114.1°,18.1 kn,-,2021-04-05,2021-04-04-18:02
SEISHU MARU,9666558,311000261,Bahamas,288,49,136740,86414,AU_DRW,Darwin,2021-04-12-22:30,9.5,34.40011 N/139.66518 E,174.9°,12.9 kn,-,2021-04-05,2021-04-02-11:59
ESSHU MARU,9666560,311000285,Bahamas,288,49,136740,86455,ASHBURTON AU,ASHBURTON AU,2021-04-07-22:00,10.6,34.39854 N/137.06248 E,181.7°,14.3 kn,-,2021-04-05,2021-03-26-04:14
LNG SATURN,9696149,311000439,Bahamas,288,49,136739,86044,JP ISI,IshikariwanShinko,2021-04-17-22:00,11.8,12.32998 S/130.70495 E,312.9°,10.5 kn,-,2021-04-05,2021-04-04-06:19
LNG JUROJIN,9666998,311000420,Bahamas,288,49,136739,86121,AU GLT,Gladstone,2021-04-21-14:01,9.9,19.97273 N/114.04522 E,141.5°,12.0 kn,-,2021-04-05,2021-04-02-20:01
PACIFIC MIMOSA,9743875,431778000,Japan,288,49,136716,86497,JP KWS,Kawasaki,2021-04-07-00:45,11.2,12.33329 S/130.70927 E,309.8°,9.8 kn,-,2021-04-05,2021-03-26-01:34
LNG MARS,9645748,431177000,Japan,288,49,136710,86161,PGCAU-001,PGCAU-001,2021-04-16-21:00,9.7,34.72868 N/123.21742 E,99.9°,10.6 kn,-,2021-04-05,2021-03-22-15:16
FRAIHA,9360817,538003101,Marshall Islands,306,50,136685,121914,SINGAPORE,Singapore,2021-04-05-22:30,9.9,1.26407 N/104.06413 E,258.0°,10.7 kn,Under way,2021-04-05,2021-04-05-12:33
MURWAB,9360805,538003100,Marshall Islands,315,50,136685,121843,EG SUZ,AsSuways/SuezPort,2021-04-08-08:30,12.3,24.83772 N/57.33487 E,131.0°,16.6 kn,-,2021-04-05,2021-04-01-15:31
UMM AL AMAD,9360829,538003073,Marshall Islands,315,50,136685,121730,GBMLF,MilfordHaven,2021-04-09-23:01,10.0,50.09118 N/2.37435 W,253.0°,15.0 kn,Under way,2021-04-05,2021-04-05-12:33
AL AAMRIYA,9338266,538003099,Marshall Islands,315,50,136685,121935,RAS LAFFAN,RasLaffan,2021-04-11-18:00,9.4,20.09806 N/38.84335 E,151.4°,19.8 kn,Under way,2021-04-05,2021-04-05-10:00
AL ORAIQ,9360790,538003072,Marshall Islands,315,50,136685,122079,RAS LAFFAN,RasLaffan,2021-04-08-21:00,9.1,7.80105 N/76.56777 E,330.0°,19.0 kn,-,2021-04-05,2021-04-04-18:23
AL GHARRAFA,9337717,538002920,Marshall Islands,315,50,136410,106898,TH MAT,MabTapud,2021-04-07-00:01,12.2,3.91601 N/104.4396 E,336.0°,15.1 kn,-,2021-04-05,2021-04-05-10:35
TEMBEK,9337731,538002921,Marshall Islands,315,50,136410,106896,>CN GUT,NGUT,2021-04-09-22:22,12.0,1.42719 N/104.49657 E,56.6°,12.4 kn,-,2021-04-05,2021-04-04-05:58
AL GATTARA,9337705,538002917,Marshall Islands,315,50,136410,106898,EGYPT/SUEZ,EGYPT/SUEZ,2021-04-03-16:16,12.3,29.77104 N/32.5822 E,296.0°,0.0 kn,-,2021-04-05,2021-04-05-12:31
AL HAMLA,9337743,538002922,Marshall Islands,315,50,136410,106983,MT MLA,Valletta,2021-04-10-16:00,9.7,50.18627 N/1.86906 W,253.8°,16.1 kn,Under way,2021-04-05,2021-04-05-12:33
AL UTOURIYA,9360867,538003020,Marshall Islands,315,50,136355,104561,JP HIM>SG SIN,Singapore,2021-04-05-03:03,9.4,1.16041 N/103.71842 E,321.7°,0.3 kn,At anchor,2021-04-05,2021-04-05-12:33
AL SAHLA,9360855,538003019,Marshall Islands,315,50,136355,104666,QA RLF>CN ZOS,Zhoushan,2021-04-05-00:15,12.2,30.10607 N/122.28097 E,130.3°,0.0 kn,Moored,2021-04-05,2021-04-05-12:26
AL THUMAMA,9360843,538003018,Marshall Islands,315,50,136355,104701,KW MEA>QA RLF,RasLaffan,2021-04-05-03:03,9.2,29.07289 N/48.16098 E,173.3°,0.0 kn,Moored,2021-04-05,2021-04-05-12:33
MESAIMEER,9337729,538003360,Marshall Islands,315,50,136168,107160,POB,POB,2021-04-02-15:15,10.6,25.83831 N/51.89695 E,60.8°,0.2 kn,-,2021-04-05,2021-04-04-21:21
AL REKAYYAT,9397339,538003347,Marshall Islands,315,50,136168,107160,ARABIAN SEA,ARABIAN SEA,2021-04-11-20:00,9.5,20.04678 N/38.28465 E,149.6°,16.1 kn,Under way,2021-04-05,2021-04-05-12:34
AL KHARAITIYAT,9397327,538003352,Marshall Islands,315,50,136168,107153,BANGLADESH,BANGLADESH,2021-04-07-00:01,11.6,7.98938 N/83.41947 E,353.3°,12.8 kn,-,2021-04-05,2021-04-03-01:51
LNG SAKURA,9774135,311000760,Bahamas,300,49,135977,82137,KEPPEL SHIPYARD,KEPPEL SHIPYARD,2021-03-25-19:00,6.0,1.30085 N/103.67421 E,320.0°,0.0 kn,-,2021-04-05,2021-04-05-12:23
SOHSHU MARU,9791212,311000580,Bahamas,300,49,135951,82254,"US CRP   ""ISTI","US CRP   ""ISTI",2021-04-04-22:00,9.7,27.88069 N/97.27105 W,57.8°,0.0 kn,Moored,2021-04-05,2021-04-05-12:25
SHINSHU MARU,9791200,311000845,Bahamas,300,49,135951,82287,CN SCX,CN SCX,2021-04-08-22:00,11.7,15.19897 S/119.84287 E,29.4°,18.4 kn,-,2021-04-05,2021-04-01-04:47
AL KHUWAIR,9360908,311000140,Bahamas,315,50,135848,109555,QA RLF,RasLaffan,2021-04-12-17:00,9.3,31.08051 N/32.30852 E,179.4°,8.0 kn,Under way,2021-04-05,2021-04-05-12:30
AL KHARSAAH,9360881,309333000,Bahamas,315,50,135848,109484,RAS LAFFAN,RasLaffan,2021-03-19-16:00,9.5,25.76861 N/51.81451 E,67.6°,1.0 kn,At anchor,2021-04-05,2021-04-05-06:57
AL HUWAILA,9360879,309255000,Bahamas,315,50,135848,109503,CN TNG,CN TNG,2021-04-22-22:00,12.0,24.51822 N/58.01653 E,132.0°,16.7 kn,Under way,2021-04-05,2021-04-05-06:34
AL SHAMAL,9360893,309781000,Bahamas,315,50,135848,109662,MAP TA PHUT,MabTapud,2021-04-16-04:00,12.2,24.60254 N/58.02098 E,149.1°,14.4 kn,-,2021-04-05,2021-04-04-22:46
SERI CAMAR,9714305,533130687,Malaysia,290,49,133948,84295,MY BKI,KotaKinabalu,2021-04-04-10:00,9.7,6.0962 N/116.05095 E,130.2°,0.0 kn,At anchor,2021-04-05,2021-04-05-12:32
SERI CEMARA,9756389,533130753,Malaysia,290,49,133948,84291,JP NIH,JP NIH,2021-04-11-00:00,11.7,6.10514 N/115.84277 E,276.4°,12.8 kn,-,2021-04-05,2021-04-01-03:15
SERI CAMELLIA,9714276,533130463,Malaysia,290,46,133948,84333,KR BOR,Boryeong,2021-04-09-04:00,11.4,6.19271 N/115.76527 E,287.9°,12.0 kn,-,2021-04-05,2021-04-01-02:32
SERI CENDERAWASIH,9714288,533180210,Malaysia,290,46,133948,84303,AU GLT,Gladstone,2021-04-05-08:45,9.6,23.78359 S/151.20128 E,271.4°,0.0 kn,Moored,2021-04-05,2021-04-05-12:33
SERI CEMPAKA,9714290,533130607,Malaysia,290,49,133948,84311,KR BOR,Boryeong,2021-04-07-02:00,11.2,27.03626 N/124.86484 E,26.9°,17.4 kn,Under way,2021-04-05,2021-04-05-11:00
RUDOLF SAMOYLOVICH,9750713,311000627,Bahamas,299,50,128975,96703,RUSAB-RUMKK,RUSAB-RUMKK,2021-04-06-10:00,12.0,72.12269 N/29.328 E,59.5°,19.8 kn,-,2021-04-05,2021-03-27-19:58
EDUARD TOLL,9750696,311000548,Bahamas,299,50,128975,96840,RUSAB,Sabetta,2021-04-11-19:01,11.1,54.30522 N/7.09594 E,5.0°,14.1 kn,-,2021-04-05,2021-04-05-07:54
NIKOLAY YEVGENOV,9750725,311000631,Bahamas,299,50,128969,96821,FRMTX,Montoir,2021-04-05-09:00,12.0,47.29906 N/2.14238 W,-,0.0 kn,-,2021-04-05,2021-04-05-12:12
YAKOV GAKKEL,9750672,311000634,Bahamas,299,50,128969,96839,RUSAB,Sabetta,2021-04-03-19:00,10.8,72.21498 N/25.17449 E,45.7°,18.9 kn,-,2021-04-05,2021-03-30-04:39
GEORGIY USHAKOV,9750749,311000633,Bahamas,299,50,128969,96796,BEZEE,Zeebrugge,2021-04-09-13:00,11.9,71.41869 N/32.29724 E,97.5°,17.6 kn,-,2021-04-05,2021-03-12-19:28
VLADIMIR VORONIN,9750737,311000632,Bahamas,299,50,128969,96840,FR DKK,Dunkerque,2021-04-05-07:00,11.9,51.00686 N/1.72196 E,327.1°,0.1 kn,At anchor,2021-04-05,2021-04-05-12:28
MARVEL EAGLE,9759240,374375000,Panama,300,49,128917,83571,FOR ORDERS,FOR ORDERS,2021-04-10-04:00,11.2,26.27429 N/79.3044 W,45.6°,18.6 kn,-,2021-04-05,2021-03-30-09:24
MARVEL PELICAN,9759252,356051000,Panama,300,49,128917,83636,...,...,2021-04-10-00:01,9.5,33.72662 N/17.29342 W,260.2°,12.9 kn,-,2021-04-05,2021-03-13-11:45
VLADIMIR RUSANOV,9750701,477150100,Hong Kong,299,50,128806,96844,RUSAB,Sabetta,2021-04-06-00:01,11.0,71.77878 N/21.19438 E,44.3°,19.5 kn,-,2021-04-05,2021-04-01-16:17
CHRISTOPHE DE MARGERIE,9737187,212611000,Cyprus,299,50,128806,96779,GB IOG,Grain,2021-04-08-00:30,12.0,71.55008 N/22.42973 E,256.1°,19.9 kn,Under way,2021-04-05,2021-04-05-12:33
FEDOR LITKE,9768370,212660000,Cyprus,299,50,128806,96839,RUSAB,Sabetta,2021-04-07-20:00,11.0,72.21123 N/27.42955 E,60.4°,19.0 kn,-,2021-04-05,2021-04-04-08:33
GEORGIY BRUSILOV,9768382,212770000,Cyprus,299,50,128806,96847,FRDKK,Dunkerque,2021-04-11-22:00,12.0,72.2399 N/26.08056 E,63.2°,18.7 kn,-,2021-04-05,2021-03-30-16:46
VLADIMIR VIZE,9750658,477194200,Hong Kong,299,50,128806,96851,ESFER,ESFER,2021-04-08-22:01,12.0,59.64828 N/4.0289 E,180.8°,14.0 kn,Sailing,2021-04-05,2021-04-05-12:34
BORIS VILKITSKY,9768368,212654000,Cyprus,299,50,128806,96958,RUSAB,Sabetta,2021-04-08-06:00,10.5,72.22618 N/26.97766 E,60.5°,18.7 kn,-,2021-04-05,2021-04-04-18:59
LNG FUKUROKUJU,9666986,311000365,Bahamas,293,49,127242,83809,EGPSZ,EGPSZ,2021-04-18-20:00,10.9,13.28941 N/86.83506 E,31.8°,16.4 kn,-,2021-04-05,2021-03-31-08:43
CASTILLO DE CALDELAS,9742819,248720000,Malta,297,49,126004,93241,CRISTOBAL,Cristobal,2021-04-04-05:30,12.0,8.84301 N/79.5041 W,226.0°,0.1 kn,At anchor,2021-04-05,2021-04-05-12:32
CASTILLO DE MERIDA,9742807,248516000,Malta,287,49,126004,93241,IN DAH,Dahej,2021-04-22-18:30,11.6,34.8379 S/18.18367 E,123.2°,11.8 kn,Under way,2021-04-05,2021-04-05-12:07
PACIFIC ARCADIA,9621077,311072200,Bahamas,288,49,123005,78311,PG POM,PortMoresby,2021-04-10-20:00,9.6,35.97033 N/124.30185 E,178.0°,17.4 kn,-,2021-04-05,2021-04-01-06:58
NIKOLAY ZUBOV,9768526,209351000,Cyprus,299,50,122806,96865,RUSAB,Sabetta,2021-04-10-01:00,10.4,61.44623 N/4.13367 E,355.3°,10.3 kn,Under way,2021-04-05,2021-04-05-12:34
BORIS DAVYDOV,9768394,209356000,Cyprus,299,50,122806,96765,DKODE,Odense,2021-04-06-13:00,10.7,55.39088 N/5.75452 E,40.0°,12.4 kn,Under way,2021-04-05,2021-04-05-09:50
CYGNUS PASSAGE,9376294,309739000,Bahamas,288,49,122444,79555,KR YOS,Yeosu,2021-04-05-06:00,11.3,34.3412 N/140.49013 E,118.0°,11.9 kn,-,2021-04-05,2021-03-20-09:35
ALTO ACRUX,9343106,308592000,Bahamas,288,49,122361,80229,MY BTU,"Bintulu,Sarawak",2021-05-04-00:00,9.3,32.59712 N/127.77392 E,187.0°,13.4 kn,-,2021-04-05,2021-03-30-22:59
ADRIANO KNUTSEN,9831220,224983000,Spain,299,48,122261,96354,US CRP,CorpusChristi,2021-04-14-06:00,9.6,34.83656 S/21.49116 E,258.6°,18.0 kn,-,2021-04-05,2021-03-26-03:10
TRAIANO KNUTSEN,9854765,257575000,Norway,299,48,122261,95870,BRRIO,RiodeJaneiro,2021-04-04-09:00,11.6,25.65776 N/92.10556 W,116.2°,14.9 kn,-,2021-04-05,2021-03-21-05:33
GRAND ANIVA,9338955,212883000,Cyprus,288,49,122239,74044,TW YAN,YungAn,2021-04-05-23:00,11.4,22.11366 N/121.35257 E,218.5°,12.9 kn,Under way,2021-04-05,2021-04-05-04:06
PRISM BRILLIANCE,9810551,371086000,Panama,299,48,122166,97494,USFPO,Freeport,2021-04-23-05:00,9.7,34.37183 S/17.02016 E,289.0°,15.2 kn,-,2021-04-05,2021-04-03-03:10
PRISM AGILITY,9810549,372487000,Panama,299,48,122166,97494,TWYAN,YungAn,2021-05-10-03:00,11.2,24.00339 N/87.1087 W,110.0°,14.3 kn,-,2021-04-05,2021-04-02-16:32
ENERGY UNIVERSE,9758844,354114000,Panama,300,49,122142,88700,PACIFIC FOR ORDERS,PACIFIC FOR ORDERS,2021-04-10-00:01,11.4,8.4215 N/79.42991 W,174.4°,19.5 kn,-,2021-04-05,2021-03-21-01:19
ENERGY LIBERTY,9736092,431540000,Japan,300,49,121982,88676,MY PGG,Pengerang,2021-04-10-08:00,9.7,32.89283 N/125.19716 E,134.8°,15.7 kn,-,2021-04-05,2021-03-30-20:03
ENERGY GLORY,9752565,431776000,Japan,300,49,121981,88677,AU DAM,Dampier,2021-05-03-00:01,9.5,34.28647 N/140.07765 E,153.7°,11.0 kn,-,2021-04-05,2021-04-03-22:52
LNG JUPITER,9341689,311019200,Bahamas,290,49,121675,81950,AU BWB,BarrowIsland,2021-04-13-00:01,10.1,5.83792 S/106.94002 E,3.3°,11.3 kn,-,2021-04-05,2021-03-29-03:13
ARCTIC PRINCESS,9271248,257739000,Norway,288,49,121597,84878,ESFRO,Ferrol,2021-04-12-05:00,10.0,30.19816 N/32.56673 E,346.7°,8.2 kn,Under way,2021-04-05,2021-04-05-12:34
ARCTIC LADY,9284192,257742000,Norway,288,49,121597,84878,MOHESHKHALI,MOHESHKHALI,2021-04-14-12:00,11.3,20.07577 N/38.72105 E,149.0°,18.9 kn,Under way,2021-04-05,2021-04-05-09:23
LNG BARKA,9341299,308579000,Bahamas,290,49,121514,82308,JP KIN,Kinwan,2021-04-11-22:00,11.9,17.06006 S/118.72308 E,29.7°,13.3 kn,-,2021-04-05,2021-04-02-15:12
ENERGY CONFIDENCE,9405588,432694000,Japan,290,49,121413,75891,AU DAM,Dampier,2021-04-12-23:00,9.7,34.40549 N/139.42387 E,203.3°,16.7 kn,-,2021-04-05,2021-04-03-08:00
GASLOG WARSAW,9816763,241662000,Greece,297,47,120859,92996,ATLANTIC BASIN,ATLANTIC BASIN,2021-03-26-15:00,10.7,35.93124 N/5.495 W,71.6°,14.9 kn,Under way,2021-04-05,2021-04-05-12:33
GASLOG WINDSOR,9819650,310787000,Bermuda,297,47,120709,98000,BRARB,Aratu,2021-04-06-12:00,11.0,29.07041 N/93.61924 W,149.1°,14.7 kn,-,2021-04-05,2021-03-23-03:35
GRAND MEREYA,9338929,209856000,Cyprus,290,49,120525,74497,RU PGN,Prigorodnoye,2021-04-17-00:00,9.7,31.3589 N/127.87286 E,355.3°,7.8 kn,-,2021-04-05,2021-03-17-05:25
GAIL BHUWAN,9877145,209997000,Cyprus,-,-,119891,98300,IN DAH,Dahej,2021-04-22-00:01,11.6,36.85606 N/75.8633 W,120.3°,10.0 kn,-,2021-04-05,2021-03-25-08:28
LNG SCHNEEWEISSCHEN,9771913,357315000,Panama,298,48,119660,98747,USHOU,Houston,2021-04-10-00:01,9.4,36.81894 N/12.74241 W,197.5°,19.5 kn,-,2021-04-05,2021-03-28-05:49
ENERGY FRONTIER,9245720,432420000,Japan,290,49,119393,73795,RU PGN,Prigorodnoye,2021-04-04-06:00,9.8,36.10196 N/140.932 E,348.6°,9.4 kn,-,2021-04-05,2021-03-22-19:46
ENERGY ADVANCE,9269180,432495000,Japan,290,49,119233,73739,AU DRW,Darwin,2021-04-07-20:30,9.6,33.80569 N/139.16058 E,196.9°,13.6 kn,-,2021-04-05,2021-03-30-10:11
LNG DREAM,9277620,309065000,Bahamas,290,49,118876,80889,AU DAM,Dampier,2021-04-09-23:00,9.8,33.78129 N/134.87552 E,183.7°,13.6 kn,-,2021-04-05,2021-03-27-11:48
ENERGY NAVIGATOR,9355264,432634000,Japan,290,49,118842,73640,JP HIJ,Hiroshima,2021-04-07-17:10,9.7,34.50439 N/139.80829 E,179.0°,9.6 kn,-,2021-04-05,2021-04-04-09:44
TAITAR NO. 4,9403657,351767000,Panama,290,49,118634,77053,QA RLF>TW TXG,Taichung,2021-04-06-22:00,11.3,1.4254 N/104.49704 E,50.0°,16.6 kn,-,2021-04-05,2021-04-02-04:33
TAITAR NO. 1,9403669,371846000,Panama,290,49,118634,77089,RAS LAFFAN,RasLaffan,2021-04-17-21:00,9.7,21.76548 N/119.71905 E,207.6°,19.0 kn,-,2021-04-05,2021-04-04-07:44
TAITAR NO. 3,9403671,372195000,Panama,290,49,118634,77089,RAS LAFFAN,RasLaffan,2021-04-07-21:01,9.9,6.39458 N/78.55863 E,297.0°,15.2 kn,-,2021-04-05,2021-04-02-14:56
TAITAR NO. 2,9403645,372307000,Panama,290,49,118634,77089,TAICHUNG TAIWAN,Taichung,2021-04-14-22:00,11.6,24.5693 N/57.9689 E,127.3°,19.2 kn,-,2021-04-05,2021-04-03-09:37
IBRI LNG,9317315,355580000,Panama,290,49,118608,77282,EG SUZ,AsSuways/SuezPort,2021-04-07-18:00,10.0,2.91041 N/100.93013 E,342.7°,14.8 kn,-,2021-04-05,2021-03-16-12:42
ARCTIC VOYAGER,9275335,309998000,Bahamas,290,49,118571,75485,ESBIO,Bilbao,2021-04-22-06:00,10.8,26.1207 N/78.50243 W,98.9°,10.5 kn,-,2021-04-05,2021-04-02-01:27
ARCTIC DISCOVERER,9276389,309481000,Bahamas,290,49,118571,75485,ESLPA,LasPalmas,2021-04-04-06:00,9.7,36.57021 N/12.48626 W,196.1°,20.3 kn,Under way,2021-04-05,2021-04-05-09:35
LALLA FATMA N'SOUMER,9275347,311775000,Bahamas,290,49,118363,80920,FOS CAVAOU FRANCE,FOS CAVAOU FRANCE,2021-04-04-07:00,10.0,35.81425 N/0.2292 W,193.0°,0.1 kn,Moored,2021-04-05,2021-04-05-10:59
ELISA LARUS,9852975,228385600,France,297,46,118286,82244,US FPO,Freeport,2021-04-07-06:00,9.7,28.84917 N/95.11497 W,300.6°,0.0 kn,At anchor,2021-04-05,2021-04-05-12:32
FUJI LNG,9275359,229443000,Malta,290,49,118219,77351,-,-,-,11.4,29.74372 N/93.87117 W,16.9°,0.0 kn,Moored,2021-04-05,2021-04-05-12:31
SYMPHONIC BREEZE,9330745,309839000,Bahamas,290,49,117895,77163,NIPAH,NIPAH,2021-03-15-06:00,10.0,1.1061 N/103.61947 E,79.9°,0.0 kn,At anchor,2021-04-05,2021-04-05-12:32
DIAMOND GAS METROPOLIS,9862487,311000968,Bahamas,297,46,117564,81950,US LCH,LakeCharles,2021-04-09-11:00,9.8,9.82145 N/79.95771 W,11.8°,13.7 kn,-,2021-04-05,2021-04-03-23:18
YAMAL SPIRIT,9781920,311000666,Bahamas,294,48,117162,91610,BEZEE,Zeebrugge,2021-04-08-05:00,9.2,38.73109 N/9.93579 W,355.9°,16.2 kn,Under way,2021-04-05,2021-04-05-12:34
SK AUDACE,9693161,373808000,Panama,292,48,117031,94665,FRFOS,Fossurmer,2021-04-14-04:00,11.1,26.15829 N/78.60418 W,108.4°,15.3 kn,-,2021-04-05,2021-04-03-15:02
